dataset,eval_session,query_number,true_class_id,true_class_name,true_intro_session,baseline_pred_class_id,baseline_pred_class_name,baseline_pred_intro_session,baseline_pred_conf,baseline_true_prob,baseline_pred_prob,final_pred_class_id,final_pred_class_name,final_pred_intro_session,final_pred_conf,final_true_prob,final_pred_prob,clip_true_sim,clip_pred_sim,dino_true_sim_raw,dino_pred_sim_raw,dino_true_sim_final,dino_pred_sim_final,baseline_correct,final_correct
miniimagenet,0,1355,13,Saluki,0,33,three-toed sloth,0,0.396303,0.252772,0.396303,33,three-toed sloth,0,0.396303,0.252772,0.396303,0.690972,0.602877,0.209564,0.107606,0.209564,0.107606,0,0
miniimagenet,0,1358,13,Saluki,0,12,Ibizan hound,0,0.634774,0.365225,0.634774,12,Ibizan hound,0,0.634774,0.365225,0.634774,0.871102,0.853214,0.606518,0.655271,0.606518,0.655271,0,0
miniimagenet,0,1364,13,Saluki,0,11,Walker hound,0,0.986451,0.013455,0.986451,11,Walker hound,0,0.986451,0.013455,0.986451,0.82855,0.788092,0.309536,0.540062,0.309536,0.540062,0,0
miniimagenet,0,1374,13,Saluki,0,12,Ibizan hound,0,0.928976,0.071017,0.928976,12,Ibizan hound,0,0.928976,0.071017,0.928976,0.888258,0.889913,0.453464,0.522446,0.453464,0.522446,0,0
miniimagenet,0,1376,13,Saluki,0,12,Ibizan hound,0,0.937788,0.062156,0.937788,12,Ibizan hound,0,0.937788,0.062156,0.937788,0.853346,0.86247,0.503154,0.549546,0.503154,0.549546,0,0
miniimagenet,0,1508,15,Gordon setter,0,14,golden retriever,0,0.38572,0.039313,0.38572,14,golden retriever,0,0.38572,0.039313,0.38572,0.765714,0.775946,0.095647,0.213835,0.095647,0.213835,0,0
miniimagenet,0,1560,15,Gordon setter,0,14,golden retriever,0,0.997729,0.000116,0.997729,14,golden retriever,0,0.997729,0.000116,0.997729,0.799009,0.81478,0.319553,0.590377,0.319553,0.590377,0,0
miniimagenet,0,1593,15,Gordon setter,0,22,Newfoundland,0,0.552111,0.000958,0.552111,22,Newfoundland,0,0.552111,0.000958,0.552111,0.878641,0.877336,0.141612,0.323411,0.141612,0.323411,0,0
miniimagenet,0,1612,16,komondor,0,23,miniature poodle,0,0.992354,0.00197,0.992354,23,miniature poodle,0,0.992354,0.00197,0.992354,0.806536,0.84278,0.239339,0.414433,0.239339,0.414433,0,0
miniimagenet,0,1665,16,komondor,0,23,miniature poodle,0,0.800959,0.19902,0.800959,23,miniature poodle,0,0.800959,0.19902,0.800959,0.826773,0.838588,0.192301,0.335388,0.192301,0.335388,0,0
miniimagenet,0,1676,16,komondor,0,23,miniature poodle,0,0.628045,0.371789,0.628045,23,miniature poodle,0,0.628045,0.371789,0.628045,0.844205,0.884859,0.295266,0.435074,0.295266,0.435074,0,0
miniimagenet,0,1678,16,komondor,0,23,miniature poodle,0,0.991936,0.007747,0.991936,23,miniature poodle,0,0.991936,0.007747,0.991936,0.800712,0.830076,0.181813,0.33577,0.181813,0.33577,0,0
miniimagenet,0,1683,16,komondor,0,23,miniature poodle,0,0.515781,0.484171,0.515781,23,miniature poodle,0,0.515781,0.484171,0.515781,0.86389,0.903545,0.311224,0.346214,0.311224,0.346214,0,0
miniimagenet,0,1716,17,boxer,0,19,French bulldog,0,0.719434,0.280542,0.719434,19,French bulldog,0,0.719434,0.280542,0.719434,0.861652,0.898793,0.410752,0.420991,0.410752,0.420991,0,0
miniimagenet,0,1730,17,boxer,0,23,miniature poodle,0,0.999247,0.000733,0.999247,23,miniature poodle,0,0.999247,0.000733,0.999247,0.855878,0.855207,0.129894,0.392896,0.129894,0.392896,0,0
miniimagenet,0,1731,17,boxer,0,14,golden retriever,0,0.419322,0.005811,0.419322,14,golden retriever,0,0.419322,0.005811,0.419322,0.819639,0.829152,0.105972,0.217263,0.105972,0.217263,0,0
miniimagenet,0,1736,17,boxer,0,19,French bulldog,0,0.984963,0.015037,0.984963,19,French bulldog,0,0.984963,0.015037,0.984963,0.887062,0.878506,0.49428,0.639699,0.49428,0.639699,0,0
miniimagenet,0,1795,17,boxer,0,19,French bulldog,0,0.998378,0.000617,0.998378,19,French bulldog,0,0.998378,0.000617,0.998378,0.765772,0.797949,0.156962,0.398585,0.156962,0.398585,0,0
miniimagenet,0,1798,17,boxer,0,19,French bulldog,0,0.401084,0.023963,0.401084,19,French bulldog,0,0.401084,0.023963,0.401084,0.811547,0.833854,0.160739,0.213356,0.160739,0.213356,0,0
miniimagenet,0,1815,18,Tibetan mastiff,0,22,Newfoundland,0,0.972814,0.027184,0.972814,22,Newfoundland,0,0.972814,0.027184,0.972814,0.834424,0.83222,0.529478,0.649294,0.529478,0.649294,0,0
miniimagenet,0,1821,18,Tibetan mastiff,0,22,Newfoundland,0,0.999379,0.000621,0.999379,22,Newfoundland,0,0.999379,0.000621,0.999379,0.911099,0.911539,0.633652,0.767508,0.633652,0.767508,0,0
miniimagenet,0,1828,18,Tibetan mastiff,0,22,Newfoundland,0,0.510618,0.489382,0.510618,22,Newfoundland,0,0.510618,0.489382,0.510618,0.939592,0.946395,0.754162,0.743852,0.754162,0.743852,0,0
miniimagenet,0,1843,18,Tibetan mastiff,0,22,Newfoundland,0,0.58829,0.407821,0.58829,22,Newfoundland,0,0.58829,0.407821,0.58829,0.872518,0.885562,0.223103,0.235259,0.223103,0.235259,0,0
miniimagenet,0,1860,18,Tibetan mastiff,0,22,Newfoundland,0,0.741996,0.005394,0.741996,22,Newfoundland,0,0.741996,0.005394,0.741996,0.802295,0.800004,0.239126,0.342539,0.239126,0.342539,0,0
miniimagenet,0,1864,18,Tibetan mastiff,0,22,Newfoundland,0,0.997416,0.00258,0.997416,22,Newfoundland,0,0.997416,0.00258,0.997416,0.878141,0.894874,0.563493,0.68471,0.563493,0.68471,0,0
miniimagenet,0,1872,18,Tibetan mastiff,0,20,malamute,0,0.556259,0.442586,0.556259,20,malamute,0,0.556259,0.442586,0.556259,0.729504,0.760921,0.380948,0.340015,0.380948,0.340015,0,0
miniimagenet,0,1873,18,Tibetan mastiff,0,16,komondor,0,0.806607,0.020094,0.806607,16,komondor,0,0.806607,0.020094,0.806607,0.829966,0.781526,0.140052,0.343788,0.140052,0.343788,0,0
miniimagenet,0,1874,18,Tibetan mastiff,0,22,Newfoundland,0,0.997905,0.001848,0.997905,22,Newfoundland,0,0.997905,0.001848,0.997905,0.841767,0.867919,0.137777,0.215975,0.137777,0.215975,0,0
miniimagenet,0,1875,18,Tibetan mastiff,0,22,Newfoundland,0,0.979413,0.020559,0.979413,22,Newfoundland,0,0.979413,0.020559,0.979413,0.872526,0.870475,0.411994,0.519303,0.411994,0.519303,0,0
miniimagenet,0,1877,18,Tibetan mastiff,0,22,Newfoundland,0,0.960919,0.039081,0.960919,22,Newfoundland,0,0.960919,0.039081,0.960919,0.890278,0.856321,0.576154,0.7232,0.576154,0.7232,0,0
miniimagenet,0,1884,18,Tibetan mastiff,0,22,Newfoundland,0,0.998513,0.001487,0.998513,22,Newfoundland,0,0.998513,0.001487,0.998513,0.849154,0.856155,0.533367,0.68828,0.533367,0.68828,0,0
miniimagenet,0,1886,18,Tibetan mastiff,0,16,komondor,0,0.997088,0.001931,0.997088,16,komondor,0,0.997088,0.001931,0.997088,0.856803,0.864088,0.188528,0.450444,0.188528,0.450444,0,0
miniimagenet,0,1887,18,Tibetan mastiff,0,22,Newfoundland,0,0.989728,0.010272,0.989728,22,Newfoundland,0,0.989728,0.010272,0.989728,0.923078,0.911693,0.647274,0.72712,0.647274,0.72712,0,0
miniimagenet,0,1890,18,Tibetan mastiff,0,22,Newfoundland,0,0.996546,0.003454,0.996546,22,Newfoundland,0,0.996546,0.003454,0.996546,0.879644,0.892482,0.666098,0.784914,0.666098,0.784914,0,0
miniimagenet,0,1891,18,Tibetan mastiff,0,22,Newfoundland,0,0.997824,0.002175,0.997824,22,Newfoundland,0,0.997824,0.002175,0.997824,0.835077,0.846839,0.511004,0.657502,0.511004,0.657502,0,0
miniimagenet,0,1895,18,Tibetan mastiff,0,14,golden retriever,0,0.981323,0.000474,0.981323,14,golden retriever,0,0.981323,0.000474,0.981323,0.740407,0.76886,0.336058,0.546152,0.336058,0.546152,0,0
miniimagenet,0,1897,18,Tibetan mastiff,0,22,Newfoundland,0,0.997588,0.001251,0.997588,22,Newfoundland,0,0.997588,0.001251,0.997588,0.785532,0.827197,0.236506,0.334917,0.236506,0.334917,0,0
miniimagenet,0,1999,19,French bulldog,0,5,toucan,0,0.397608,0.021917,0.397608,5,toucan,0,0.397608,0.021917,0.397608,0.765677,0.703019,0.102269,0.12958,0.102269,0.12958,0,0
miniimagenet,0,2005,20,malamute,0,22,Newfoundland,0,0.619875,0.153953,0.619875,22,Newfoundland,0,0.619875,0.153953,0.619875,0.739662,0.732044,0.187739,0.202681,0.187739,0.202681,0,0
miniimagenet,0,2014,20,malamute,0,26,Arctic fox,0,0.427891,0.251161,0.427891,26,Arctic fox,0,0.427891,0.251161,0.427891,0.870228,0.824834,0.161919,0.190448,0.161919,0.190448,0,0
miniimagenet,0,2030,20,malamute,0,4,harvestman,0,0.321345,0.000387,0.321345,4,harvestman,0,0.321345,0.000387,0.321345,0.568227,0.445836,0.062128,0.043112,0.062128,0.043112,0,0
miniimagenet,0,2043,20,malamute,0,14,golden retriever,0,0.42613,0.000217,0.42613,14,golden retriever,0,0.42613,0.000217,0.42613,0.569322,0.574942,0.15402,0.389583,0.15402,0.389583,0,0
miniimagenet,0,2047,20,malamute,0,24,white wolf,0,0.783035,0.215371,0.783035,24,white wolf,0,0.783035,0.215371,0.783035,0.835136,0.807468,0.454573,0.531852,0.454573,0.531852,0,0
miniimagenet,0,2055,20,malamute,0,24,white wolf,0,0.5193,0.480698,0.5193,24,white wolf,0,0.5193,0.480698,0.5193,0.883365,0.892561,0.521062,0.506911,0.521062,0.506911,0,0
miniimagenet,0,2083,20,malamute,0,15,Gordon setter,0,0.503322,0.014943,0.503322,15,Gordon setter,0,0.503322,0.014943,0.503322,0.774382,0.801913,0.099929,0.166918,0.099929,0.166918,0,0
miniimagenet,0,2092,20,malamute,0,18,Tibetan mastiff,0,0.49991,0.498536,0.49991,18,Tibetan mastiff,0,0.49991,0.498536,0.49991,0.836731,0.817036,0.388174,0.416781,0.388174,0.416781,0,0
miniimagenet,0,2106,21,dalmatian,0,19,French bulldog,0,0.991091,7e-06,0.991091,19,French bulldog,0,0.991091,7e-06,0.991091,0.811802,0.835148,0.194696,0.517256,0.194696,0.517256,0,0
miniimagenet,0,2139,21,dalmatian,0,17,boxer,0,0.793441,0.137939,0.793441,17,boxer,0,0.793441,0.137939,0.793441,0.846038,0.834172,0.237792,0.351042,0.237792,0.351042,0,0
miniimagenet,0,2162,21,dalmatian,0,11,Walker hound,0,0.999943,5.2e-05,0.999943,11,Walker hound,0,0.999943,5.2e-05,0.999943,0.826765,0.833813,0.30969,0.554574,0.30969,0.554574,0,0
miniimagenet,0,2192,21,dalmatian,0,17,boxer,0,0.428771,0.365345,0.428771,17,boxer,0,0.428771,0.365345,0.428771,0.811511,0.80585,0.302741,0.391525,0.302741,0.391525,0,0
miniimagenet,0,2228,22,Newfoundland,0,20,malamute,0,0.999965,1.3e-05,0.999965,20,malamute,0,0.999965,1.3e-05,0.999965,0.817991,0.876518,0.163188,0.513249,0.163188,0.513249,0,0
miniimagenet,0,2237,22,Newfoundland,0,41,carousel,0,0.757784,0.003674,0.757784,41,carousel,0,0.757784,0.003674,0.757784,0.580122,0.684119,0.053086,0.120348,0.053086,0.120348,0,0
miniimagenet,0,2249,22,Newfoundland,0,24,white wolf,0,0.631033,0.314279,0.631033,24,white wolf,0,0.631033,0.314279,0.631033,0.816087,0.819594,0.189539,0.205239,0.189539,0.205239,0,0
miniimagenet,0,2288,22,Newfoundland,0,18,Tibetan mastiff,0,0.504306,0.495693,0.504306,18,Tibetan mastiff,0,0.504306,0.495693,0.504306,0.913414,0.921115,0.670682,0.662496,0.670682,0.662496,0,0
miniimagenet,0,2313,23,miniature poodle,0,14,golden retriever,0,0.999333,0.000652,0.999333,14,golden retriever,0,0.999333,0.000652,0.999333,0.825428,0.808416,0.083601,0.353174,0.083601,0.353174,0,0
miniimagenet,0,2332,23,miniature poodle,0,21,dalmatian,0,0.615268,0.289487,0.615268,21,dalmatian,0,0.615268,0.289487,0.615268,0.840117,0.830315,0.207168,0.195387,0.207168,0.195387,0,0
miniimagenet,0,2376,23,miniature poodle,0,14,golden retriever,0,0.94962,0.048421,0.94962,14,golden retriever,0,0.94962,0.048421,0.94962,0.841415,0.840909,0.153727,0.275203,0.153727,0.275203,0,0
miniimagenet,0,2452,24,white wolf,0,14,golden retriever,0,0.640325,0.334358,0.640325,14,golden retriever,0,0.640325,0.334358,0.640325,0.825897,0.835819,0.25924,0.31543,0.25924,0.31543,0,0
miniimagenet,0,2477,24,white wolf,0,26,Arctic fox,0,0.999871,0.000129,0.999871,26,Arctic fox,0,0.999871,0.000129,0.999871,0.866043,0.903141,0.532829,0.839783,0.532829,0.839783,0,0
miniimagenet,0,2564,25,African hunting dog,0,24,white wolf,0,0.999924,0.0,0.999924,24,white wolf,0,0.999924,0.0,0.999924,0.784466,0.881473,0.06531,0.559569,0.06531,0.559569,0,0
miniimagenet,0,2692,26,Arctic fox,0,24,white wolf,0,0.726077,0.055489,0.726077,24,white wolf,0,0.726077,0.055489,0.726077,0.791945,0.792592,0.301886,0.337653,0.301886,0.337653,0,0
miniimagenet,0,3001,30,rhinoceros beetle,0,29,ladybug,0,0.447213,0.399653,0.447213,29,ladybug,0,0.447213,0.399653,0.447213,0.865861,0.840085,0.149971,0.208375,0.149971,0.208375,0,0
miniimagenet,0,3068,30,rhinoceros beetle,0,1,robin,0,0.411919,0.0087,0.411919,1,robin,0,0.411919,0.0087,0.411919,0.757906,0.730581,0.030845,0.054188,0.030845,0.054188,0,0
miniimagenet,0,3108,31,ant,0,29,ladybug,0,0.886446,0.023078,0.886446,29,ladybug,0,0.886446,0.023078,0.886446,0.892231,0.882361,0.221872,0.304326,0.221872,0.304326,0,0
miniimagenet,0,3147,31,ant,0,29,ladybug,0,0.344201,0.250039,0.344201,29,ladybug,0,0.344201,0.250039,0.344201,0.757468,0.750657,0.106653,0.172504,0.106653,0.172504,0,0
miniimagenet,0,3150,31,ant,0,5,toucan,0,0.460386,0.404674,0.460386,5,toucan,0,0.460386,0.404674,0.460386,0.827413,0.751229,0.075144,0.099441,0.075144,0.099441,0,0
miniimagenet,0,3161,31,ant,0,5,toucan,0,0.485879,0.14079,0.485879,5,toucan,0,0.485879,0.14079,0.485879,0.727101,0.751584,0.098932,0.057309,0.098932,0.057309,0,0
miniimagenet,0,3169,31,ant,0,5,toucan,0,0.409823,0.153598,0.409823,5,toucan,0,0.409823,0.153598,0.409823,0.783484,0.734822,0.071116,0.067815,0.071116,0.067815,0,0
miniimagenet,0,3229,32,black-footed ferret,0,26,Arctic fox,0,0.51238,0.083057,0.51238,26,Arctic fox,0,0.51238,0.083057,0.51238,0.690188,0.731415,0.129371,0.15858,0.129371,0.15858,0,0
miniimagenet,0,3236,32,black-footed ferret,0,28,meerkat,0,0.882878,0.102372,0.882878,28,meerkat,0,0.882878,0.102372,0.882878,0.806608,0.81076,0.174603,0.191174,0.174603,0.191174,0,0
miniimagenet,0,3294,32,black-footed ferret,0,28,meerkat,0,0.999394,0.000594,0.999394,28,meerkat,0,0.999394,0.000594,0.999394,0.745947,0.839185,0.144997,0.346545,0.144997,0.346545,0,0
miniimagenet,0,3470,34,rock beauty,0,33,three-toed sloth,0,0.630023,0.142364,0.630023,33,three-toed sloth,0,0.630023,0.142364,0.630023,0.748152,0.79409,0.128852,0.154491,0.128852,0.154491,0,0
miniimagenet,0,3604,36,ashcan,0,48,crate,0,0.998342,0.00162,0.998342,48,crate,0,0.998342,0.00162,0.998342,0.720331,0.769783,0.373215,0.519575,0.373215,0.519575,0,0
miniimagenet,0,3617,36,ashcan,0,46,cocktail shaker,0,0.999683,0.000317,0.999683,46,cocktail shaker,0,0.999683,0.000317,0.999683,0.794456,0.874636,0.25626,0.464362,0.25626,0.464362,0,0
miniimagenet,0,3619,36,ashcan,0,28,meerkat,0,0.399659,0.107632,0.399659,28,meerkat,0,0.399659,0.107632,0.399659,0.697461,0.578762,0.164275,0.063639,0.164275,0.063639,0,0
miniimagenet,0,3621,36,ashcan,0,5,toucan,0,0.357262,0.176047,0.357262,5,toucan,0,0.357262,0.176047,0.357262,0.760394,0.539321,0.304858,0.076865,0.304858,0.076865,0,0
miniimagenet,0,3624,36,ashcan,0,41,carousel,0,0.295267,0.103131,0.295267,41,carousel,0,0.295267,0.103131,0.295267,0.723143,0.704377,0.111141,0.051549,0.111141,0.051549,0,0
miniimagenet,0,3630,36,ashcan,0,37,barrel,0,0.45237,0.442123,0.45237,37,barrel,0,0.45237,0.442123,0.45237,0.611278,0.614152,0.349354,0.248417,0.349354,0.248417,0,0
miniimagenet,0,3632,36,ashcan,0,26,Arctic fox,0,0.45264,0.003919,0.45264,26,Arctic fox,0,0.45264,0.003919,0.45264,0.736775,0.733239,0.069348,0.311232,0.069348,0.311232,0,0
miniimagenet,0,3633,36,ashcan,0,46,cocktail shaker,0,0.407898,0.168143,0.407898,46,cocktail shaker,0,0.407898,0.168143,0.407898,0.769962,0.857147,0.158976,0.114263,0.158976,0.114263,0,0
miniimagenet,0,3640,36,ashcan,0,37,barrel,0,0.98431,0.015556,0.98431,37,barrel,0,0.98431,0.015556,0.98431,0.766176,0.822623,0.327454,0.410574,0.327454,0.410574,0,0
miniimagenet,0,3647,36,ashcan,0,18,Tibetan mastiff,0,0.330718,0.317128,0.330718,18,Tibetan mastiff,0,0.330718,0.317128,0.330718,0.604463,0.451801,0.232347,0.040442,0.232347,0.040442,0,0
miniimagenet,0,3651,36,ashcan,0,41,carousel,0,0.540145,0.414256,0.540145,41,carousel,0,0.540145,0.414256,0.540145,0.761831,0.80983,0.334248,0.194978,0.334248,0.194978,0,0
miniimagenet,0,3653,36,ashcan,0,20,malamute,0,0.295676,0.114825,0.295676,20,malamute,0,0.295676,0.114825,0.295676,0.748547,0.701324,0.040948,0.293266,0.040948,0.293266,0,0
miniimagenet,0,3656,36,ashcan,0,37,barrel,0,0.996432,0.003328,0.996432,37,barrel,0,0.996432,0.003328,0.996432,0.751308,0.818473,0.267148,0.264951,0.267148,0.264951,0,0
miniimagenet,0,3658,36,ashcan,0,42,carton,0,0.990931,0.005731,0.990931,42,carton,0,0.990931,0.005731,0.990931,0.754615,0.769242,0.200066,0.389225,0.200066,0.389225,0,0
miniimagenet,0,3661,36,ashcan,0,38,beer bottle,0,0.481403,0.03469,0.481403,38,beer bottle,0,0.481403,0.03469,0.481403,0.581066,0.631706,0.074017,0.123719,0.074017,0.123719,0,0
miniimagenet,0,3663,36,ashcan,0,46,cocktail shaker,0,0.99853,0.001377,0.99853,46,cocktail shaker,0,0.99853,0.001377,0.99853,0.672821,0.784365,0.239613,0.450673,0.239613,0.450673,0,0
miniimagenet,0,3667,36,ashcan,0,24,white wolf,0,0.395341,0.343895,0.395341,24,white wolf,0,0.395341,0.343895,0.395341,0.606186,0.461917,0.086618,0.067639,0.086618,0.067639,0,0
miniimagenet,0,3679,36,ashcan,0,56,garbage truck,0,0.999993,5e-06,0.999993,56,garbage truck,0,0.999993,5e-06,0.999993,0.712622,0.755209,0.148553,0.489444,0.148553,0.489444,0,0
miniimagenet,0,3682,36,ashcan,0,51,dome,0,0.480248,0.069125,0.480248,51,dome,0,0.480248,0.069125,0.480248,0.722177,0.776541,0.098493,0.10715,0.098493,0.10715,0,0
miniimagenet,0,3689,36,ashcan,0,53,file,0,0.533911,0.257057,0.533911,53,file,0,0.533911,0.257057,0.533911,0.788824,0.820072,0.164679,0.188186,0.164679,0.188186,0,0
miniimagenet,0,3692,36,ashcan,0,33,three-toed sloth,0,0.914785,0.004328,0.914785,33,three-toed sloth,0,0.914785,0.004328,0.914785,0.686471,0.724974,0.079953,0.194122,0.079953,0.194122,0,0
miniimagenet,0,3704,37,barrel,0,1,robin,0,0.395764,0.225218,0.395764,1,robin,0,0.395764,0.225218,0.395764,0.745015,0.600869,0.17669,0.029734,0.17669,0.029734,0,0
miniimagenet,0,3705,37,barrel,0,41,carousel,0,0.495913,0.333661,0.495913,41,carousel,0,0.495913,0.333661,0.495913,0.55671,0.60242,0.080173,0.10392,0.080173,0.10392,0,0
miniimagenet,0,3740,37,barrel,0,34,rock beauty,0,0.394444,0.248559,0.394444,34,rock beauty,0,0.394444,0.248559,0.394444,0.753082,0.565609,0.14864,0.077843,0.14864,0.077843,0,0
miniimagenet,0,3745,37,barrel,0,36,ashcan,0,0.98979,0.010116,0.98979,36,ashcan,0,0.98979,0.010116,0.98979,0.711608,0.703543,0.287448,0.448696,0.287448,0.448696,0,0
miniimagenet,0,3758,37,barrel,0,41,carousel,0,0.552113,0.060888,0.552113,41,carousel,0,0.552113,0.060888,0.552113,0.580465,0.644278,0.066793,0.115401,0.066793,0.115401,0,0
miniimagenet,0,3760,37,barrel,0,36,ashcan,0,0.597125,0.398912,0.597125,36,ashcan,0,0.597125,0.398912,0.597125,0.830927,0.823936,0.229201,0.382233,0.229201,0.382233,0,0
miniimagenet,0,3767,37,barrel,0,1,robin,0,0.408207,0.240941,0.408207,1,robin,0,0.408207,0.240941,0.408207,0.606479,0.555805,0.089615,0.113909,0.089615,0.113909,0,0
miniimagenet,0,3769,37,barrel,0,42,carton,0,0.676725,0.005754,0.676725,42,carton,0,0.676725,0.005754,0.676725,0.753349,0.682856,0.188847,0.299459,0.188847,0.299459,0,0
miniimagenet,0,3773,37,barrel,0,5,toucan,0,0.400871,0.091153,0.400871,5,toucan,0,0.400871,0.091153,0.400871,0.754608,0.602334,0.00732,0.078565,0.00732,0.078565,0,0
miniimagenet,0,3779,37,barrel,0,36,ashcan,0,0.99698,1e-06,0.99698,36,ashcan,0,0.99698,1e-06,0.99698,0.69675,0.836334,0.058238,0.432612,0.058238,0.432612,0,0
miniimagenet,0,3909,39,bookshop,0,42,carton,0,0.936236,0.060395,0.936236,42,carton,0,0.936236,0.060395,0.936236,0.679605,0.646889,0.317007,0.36804,0.317007,0.36804,0,0
miniimagenet,0,4049,40,cannon,0,35,aircraft carrier,0,0.561747,0.435642,0.561747,35,aircraft carrier,0,0.561747,0.435642,0.561747,0.78461,0.768001,0.171783,0.171402,0.171783,0.171402,0,0
miniimagenet,0,4083,40,cannon,0,28,meerkat,0,0.318214,0.006705,0.318214,28,meerkat,0,0.318214,0.006705,0.318214,0.612648,0.57616,0.127709,0.034316,0.127709,0.034316,0,0
miniimagenet,0,4131,41,carousel,0,36,ashcan,0,0.484994,0.314881,0.484994,36,ashcan,0,0.484994,0.314881,0.484994,0.621734,0.696945,0.059898,0.231967,0.059898,0.231967,0,0
miniimagenet,0,4204,42,carton,0,48,crate,0,0.811514,0.016615,0.811514,48,crate,0,0.811514,0.016615,0.811514,0.7308,0.809752,0.270919,0.361388,0.270919,0.361388,0,0
miniimagenet,0,4209,42,carton,0,48,crate,0,0.975752,0.016039,0.975752,48,crate,0,0.975752,0.016039,0.975752,0.69708,0.709771,0.157138,0.333428,0.157138,0.333428,0,0
miniimagenet,0,4211,42,carton,0,39,bookshop,0,0.989804,0.008334,0.989804,39,bookshop,0,0.989804,0.008334,0.989804,0.681368,0.70296,0.353181,0.507176,0.353181,0.507176,0,0
miniimagenet,0,4214,42,carton,0,48,crate,0,0.954234,0.045748,0.954234,48,crate,0,0.954234,0.045748,0.954234,0.737462,0.748305,0.331508,0.43759,0.331508,0.43759,0,0
miniimagenet,0,4222,42,carton,0,1,robin,0,0.370877,0.094268,0.370877,1,robin,0,0.370877,0.094268,0.370877,0.682308,0.550534,0.021059,0.048491,0.021059,0.048491,0,0
