eval_session,class_id,class_name,intro_session,query_count,accuracy
1,39,bookshop,0,100,99.0
1,40,cannon,0,100,98.0
1,41,carousel,0,100,99.0
1,42,carton,0,100,88.0
1,43,catamaran,0,100,100.0
1,44,chime,0,100,98.0
1,45,clog,0,100,99.0
1,46,cocktail shaker,0,100,94.0
1,47,combination lock,0,100,95.0
1,48,crate,0,100,88.0
1,49,cuirass,0,100,100.0
1,50,dishrag,0,100,100.0
1,51,dome,0,100,99.0
1,52,electric guitar,0,100,100.0
1,53,file,0,100,97.0
1,54,fire screen,0,100,97.0
1,55,frying pan,0,100,97.0
1,56,garbage truck,0,100,100.0
1,57,hair slide,0,100,97.0
1,58,holster,0,100,100.0
1,59,horizontal bar,0,100,100.0
1,60,hourglass,1,100,99.0
1,61,iPod,1,100,98.0
1,62,lipstick,1,100,96.0
1,63,miniskirt,1,100,95.0
1,64,missile,1,100,95.0
2,0,house finch,0,100,97.0
2,1,robin,0,100,100.0
2,2,triceratops,0,100,100.0
2,3,green mamba,0,100,99.0
2,4,harvestman,0,100,99.0
2,5,toucan,0,100,100.0
2,6,goose,0,100,100.0
2,7,jellyfish,0,100,99.0
2,8,nematode,0,100,98.0
2,9,king crab,0,100,100.0
2,10,dugong,0,100,100.0
2,11,Walker hound,0,100,99.0
2,12,Ibizan hound,0,100,95.0
2,13,Saluki,0,100,93.0
2,14,golden retriever,0,100,100.0
2,15,Gordon setter,0,100,96.0
2,16,komondor,0,100,95.0
2,17,boxer,0,100,94.0
2,18,Tibetan mastiff,0,100,82.0
2,19,French bulldog,0,100,99.0
2,20,malamute,0,100,92.0
2,21,dalmatian,0,100,96.0
2,22,Newfoundland,0,100,96.0
2,23,miniature poodle,0,100,97.0
2,24,white wolf,0,100,98.0
2,25,African hunting dog,0,100,99.0
2,26,Arctic fox,0,100,99.0
2,27,lion,0,100,100.0
2,28,meerkat,0,100,100.0
2,29,ladybug,0,100,100.0
2,30,rhinoceros beetle,0,100,98.0
2,31,ant,0,100,95.0
2,32,black-footed ferret,0,100,97.0
2,33,three-toed sloth,0,100,100.0
2,34,rock beauty,0,100,99.0
2,35,aircraft carrier,0,100,100.0
2,36,ashcan,0,100,80.0
2,37,barrel,0,100,89.0
2,38,beer bottle,0,100,100.0
2,39,bookshop,0,100,99.0
2,40,cannon,0,100,98.0
2,41,carousel,0,100,99.0
2,42,carton,0,100,88.0
2,43,catamaran,0,100,100.0
2,44,chime,0,100,96.0
2,45,clog,0,100,99.0
2,46,cocktail shaker,0,100,93.0
2,47,combination lock,0,100,95.0
2,48,crate,0,100,88.0
2,49,cuirass,0,100,100.0
2,50,dishrag,0,100,99.0
2,51,dome,0,100,99.0
2,52,electric guitar,0,100,100.0
2,53,file,0,100,96.0
2,54,fire screen,0,100,97.0
2,55,frying pan,0,100,96.0
2,56,garbage truck,0,100,100.0
2,57,hair slide,0,100,97.0
2,58,holster,0,100,100.0
2,59,horizontal bar,0,100,100.0
2,60,hourglass,1,100,99.0
2,61,iPod,1,100,98.0
2,62,lipstick,1,100,95.0
2,63,miniskirt,1,100,95.0
2,64,missile,1,100,95.0
2,65,mixing bowl,2,100,83.0
2,66,oboe,2,100,100.0
2,67,organ,2,100,99.0
2,68,parallel bars,2,100,28.0
2,69,pencil box,2,100,92.0
3,0,house finch,0,100,97.0
3,1,robin,0,100,100.0
3,2,triceratops,0,100,100.0
3,3,green mamba,0,100,99.0
3,4,harvestman,0,100,99.0
3,5,toucan,0,100,100.0
3,6,goose,0,100,100.0
3,7,jellyfish,0,100,99.0
3,8,nematode,0,100,98.0
3,9,king crab,0,100,100.0
3,10,dugong,0,100,100.0
3,11,Walker hound,0,100,99.0
3,12,Ibizan hound,0,100,95.0
3,13,Saluki,0,100,93.0
3,14,golden retriever,0,100,100.0
3,15,Gordon setter,0,100,96.0
3,16,komondor,0,100,95.0
3,17,boxer,0,100,94.0
3,18,Tibetan mastiff,0,100,82.0
3,19,French bulldog,0,100,99.0
3,20,malamute,0,100,92.0
3,21,dalmatian,0,100,96.0
3,22,Newfoundland,0,100,95.0
3,23,miniature poodle,0,100,97.0
3,24,white wolf,0,100,98.0
3,25,African hunting dog,0,100,99.0
3,26,Arctic fox,0,100,99.0
3,27,lion,0,100,100.0
3,28,meerkat,0,100,100.0
3,29,ladybug,0,100,100.0
3,30,rhinoceros beetle,0,100,98.0
3,31,ant,0,100,95.0
3,32,black-footed ferret,0,100,97.0
3,33,three-toed sloth,0,100,100.0
3,34,rock beauty,0,100,99.0
3,35,aircraft carrier,0,100,100.0
3,36,ashcan,0,100,79.0
3,37,barrel,0,100,89.0
3,38,beer bottle,0,100,100.0
3,39,bookshop,0,100,99.0
3,40,cannon,0,100,98.0
3,41,carousel,0,100,99.0
3,42,carton,0,100,88.0
3,43,catamaran,0,100,100.0
3,44,chime,0,100,96.0
3,45,clog,0,100,99.0
3,46,cocktail shaker,0,100,93.0
3,47,combination lock,0,100,94.0
3,48,crate,0,100,88.0
3,49,cuirass,0,100,100.0
3,50,dishrag,0,100,99.0
3,51,dome,0,100,99.0
3,52,electric guitar,0,100,100.0
3,53,file,0,100,94.0
3,54,fire screen,0,100,97.0
3,55,frying pan,0,100,96.0
3,56,garbage truck,0,100,100.0
3,57,hair slide,0,100,96.0
3,58,holster,0,100,100.0
3,59,horizontal bar,0,100,99.0
3,60,hourglass,1,100,99.0
3,61,iPod,1,100,98.0
3,62,lipstick,1,100,95.0
3,63,miniskirt,1,100,94.0
3,64,missile,1,100,95.0
3,65,mixing bowl,2,100,83.0
3,66,oboe,2,100,100.0
3,67,organ,2,100,99.0
3,68,parallel bars,2,100,28.0
3,69,pencil box,2,100,91.0
3,70,photocopier,3,100,97.0
3,71,poncho,3,100,91.0
3,72,prayer rug,3,100,96.0
3,73,reel,3,100,99.0
3,74,school bus,3,100,98.0
4,0,house finch,0,100,97.0
4,1,robin,0,100,100.0
4,2,triceratops,0,100,100.0
4,3,green mamba,0,100,99.0
4,4,harvestman,0,100,99.0
4,5,toucan,0,100,100.0
4,6,goose,0,100,100.0
4,7,jellyfish,0,100,97.0
4,8,nematode,0,100,98.0
4,9,king crab,0,100,100.0
4,10,dugong,0,100,100.0
4,11,Walker hound,0,100,99.0
4,12,Ibizan hound,0,100,95.0
4,13,Saluki,0,100,93.0
4,14,golden retriever,0,100,100.0
4,15,Gordon setter,0,100,96.0
4,16,komondor,0,100,95.0
4,17,boxer,0,100,94.0
4,18,Tibetan mastiff,0,100,80.0
4,19,French bulldog,0,100,99.0
4,20,malamute,0,100,92.0
4,21,dalmatian,0,100,96.0
4,22,Newfoundland,0,100,96.0
4,23,miniature poodle,0,100,97.0
4,24,white wolf,0,100,98.0
4,25,African hunting dog,0,100,99.0
4,26,Arctic fox,0,100,99.0
4,27,lion,0,100,100.0
4,28,meerkat,0,100,100.0
4,29,ladybug,0,100,99.0
4,30,rhinoceros beetle,0,100,98.0
4,31,ant,0,100,95.0
4,32,black-footed ferret,0,100,97.0
4,33,three-toed sloth,0,100,100.0
4,34,rock beauty,0,100,99.0
4,35,aircraft carrier,0,100,100.0
4,36,ashcan,0,100,79.0
4,37,barrel,0,100,88.0
4,38,beer bottle,0,100,100.0
4,39,bookshop,0,100,99.0
4,40,cannon,0,100,97.0
4,41,carousel,0,100,99.0
4,42,carton,0,100,87.0
4,43,catamaran,0,100,100.0
4,44,chime,0,100,96.0
4,45,clog,0,100,99.0
4,46,cocktail shaker,0,100,93.0
4,47,combination lock,0,100,94.0
4,48,crate,0,100,88.0
4,49,cuirass,0,100,100.0
4,50,dishrag,0,100,99.0
4,51,dome,0,100,99.0
4,52,electric guitar,0,100,100.0
4,53,file,0,100,94.0
4,54,fire screen,0,100,97.0
4,55,frying pan,0,100,96.0
4,56,garbage truck,0,100,100.0
4,57,hair slide,0,100,96.0
4,58,holster,0,100,100.0
4,59,horizontal bar,0,100,99.0
4,60,hourglass,1,100,99.0
4,61,iPod,1,100,98.0
4,62,lipstick,1,100,95.0
4,63,miniskirt,1,100,94.0
4,64,missile,1,100,95.0
4,65,mixing bowl,2,100,83.0
4,66,oboe,2,100,99.0
4,67,organ,2,100,100.0
4,68,parallel bars,2,100,29.0
4,69,pencil box,2,100,91.0
4,70,photocopier,3,100,97.0
4,71,poncho,3,100,90.0
4,72,prayer rug,3,100,96.0
4,73,reel,3,100,99.0
4,74,school bus,3,100,98.0
4,75,scoreboard,4,100,99.0
4,76,slot,4,100,98.0
4,77,snorkel,4,100,98.0
4,78,solar dish,4,100,95.0
4,79,spider web,4,100,99.0
5,0,house finch,0,100,97.0
5,1,robin,0,100,100.0
5,2,triceratops,0,100,100.0
5,3,green mamba,0,100,99.0
5,4,harvestman,0,100,99.0
5,5,toucan,0,100,100.0
5,6,goose,0,100,100.0
5,7,jellyfish,0,100,97.0
5,8,nematode,0,100,98.0
5,9,king crab,0,100,100.0
5,10,dugong,0,100,100.0
5,11,Walker hound,0,100,99.0
5,12,Ibizan hound,0,100,95.0
5,13,Saluki,0,100,93.0
5,14,golden retriever,0,100,100.0
5,15,Gordon setter,0,100,96.0
5,16,komondor,0,100,95.0
5,17,boxer,0,100,94.0
5,18,Tibetan mastiff,0,100,80.0
5,19,French bulldog,0,100,99.0
5,20,malamute,0,100,92.0
5,21,dalmatian,0,100,96.0
5,22,Newfoundland,0,100,96.0
5,23,miniature poodle,0,100,97.0
5,24,white wolf,0,100,99.0
5,25,African hunting dog,0,100,99.0
5,26,Arctic fox,0,100,99.0
5,27,lion,0,100,100.0
5,28,meerkat,0,100,100.0
5,29,ladybug,0,100,99.0
5,30,rhinoceros beetle,0,100,98.0
5,31,ant,0,100,95.0
5,32,black-footed ferret,0,100,97.0
5,33,three-toed sloth,0,100,100.0
5,34,rock beauty,0,100,99.0
5,35,aircraft carrier,0,100,100.0
5,36,ashcan,0,100,79.0
5,37,barrel,0,100,88.0
5,38,beer bottle,0,100,100.0
5,39,bookshop,0,100,96.0
5,40,cannon,0,100,95.0
5,41,carousel,0,100,99.0
5,42,carton,0,100,86.0
5,43,catamaran,0,100,100.0
5,44,chime,0,100,95.0
5,45,clog,0,100,99.0
5,46,cocktail shaker,0,100,93.0
5,47,combination lock,0,100,94.0
5,48,crate,0,100,88.0
5,49,cuirass,0,100,100.0
5,50,dishrag,0,100,99.0
5,51,dome,0,100,98.0
5,52,electric guitar,0,100,96.0
5,53,file,0,100,94.0
5,54,fire screen,0,100,96.0
5,55,frying pan,0,100,95.0
5,56,garbage truck,0,100,100.0
5,57,hair slide,0,100,96.0
5,58,holster,0,100,100.0
5,59,horizontal bar,0,100,99.0
5,60,hourglass,1,100,99.0
5,61,iPod,1,100,97.0
5,62,lipstick,1,100,95.0
5,63,miniskirt,1,100,94.0
5,64,missile,1,100,94.0
5,65,mixing bowl,2,100,83.0
5,66,oboe,2,100,98.0
5,67,organ,2,100,99.0
5,68,parallel bars,2,100,29.0
5,69,pencil box,2,100,92.0
5,70,photocopier,3,100,97.0
5,71,poncho,3,100,89.0
5,72,prayer rug,3,100,96.0
5,73,reel,3,100,99.0
5,74,school bus,3,100,98.0
5,75,scoreboard,4,100,99.0
5,76,slot,4,100,98.0
5,77,snorkel,4,100,98.0
5,78,solar dish,4,100,93.0
5,79,spider web,4,100,99.0
5,80,stage,5,100,88.0
5,81,tank,5,100,98.0
5,82,theater curtain,5,100,91.0
5,83,tile roof,5,100,96.0
5,84,tobacco shop,5,100,90.0
6,0,house finch,0,100,97.0
6,1,robin,0,100,100.0
6,2,triceratops,0,100,100.0
6,3,green mamba,0,100,99.0
6,4,harvestman,0,100,99.0
6,5,toucan,0,100,100.0
6,6,goose,0,100,100.0
6,7,jellyfish,0,100,97.0
6,8,nematode,0,100,97.0
6,9,king crab,0,100,100.0
6,10,dugong,0,100,100.0
6,11,Walker hound,0,100,99.0
6,12,Ibizan hound,0,100,95.0
6,13,Saluki,0,100,93.0
6,14,golden retriever,0,100,100.0
6,15,Gordon setter,0,100,96.0
6,16,komondor,0,100,95.0
6,17,boxer,0,100,94.0
6,18,Tibetan mastiff,0,100,81.0
6,19,French bulldog,0,100,99.0
6,20,malamute,0,100,92.0
6,21,dalmatian,0,100,96.0
6,22,Newfoundland,0,100,95.0
6,23,miniature poodle,0,100,97.0
6,24,white wolf,0,100,99.0
6,25,African hunting dog,0,100,99.0
6,26,Arctic fox,0,100,99.0
6,27,lion,0,100,100.0
6,28,meerkat,0,100,100.0
6,29,ladybug,0,100,99.0
6,30,rhinoceros beetle,0,100,98.0
6,31,ant,0,100,95.0
6,32,black-footed ferret,0,100,97.0
6,33,three-toed sloth,0,100,100.0
6,34,rock beauty,0,100,99.0
6,35,aircraft carrier,0,100,100.0
6,36,ashcan,0,100,77.0
6,37,barrel,0,100,88.0
6,38,beer bottle,0,100,100.0
6,39,bookshop,0,100,96.0
6,40,cannon,0,100,95.0
6,41,carousel,0,100,99.0
6,42,carton,0,100,85.0
6,43,catamaran,0,100,100.0
6,44,chime,0,100,95.0
6,45,clog,0,100,98.0
6,46,cocktail shaker,0,100,91.0
6,47,combination lock,0,100,94.0
6,48,crate,0,100,88.0
6,49,cuirass,0,100,100.0
6,50,dishrag,0,100,99.0
6,51,dome,0,100,98.0
6,52,electric guitar,0,100,96.0
6,53,file,0,100,94.0
6,54,fire screen,0,100,96.0
6,55,frying pan,0,100,91.0
6,56,garbage truck,0,100,100.0
6,57,hair slide,0,100,96.0
6,58,holster,0,100,100.0
6,59,horizontal bar,0,100,99.0
6,60,hourglass,1,100,99.0
6,61,iPod,1,100,97.0
6,62,lipstick,1,100,96.0
6,63,miniskirt,1,100,94.0
6,64,missile,1,100,94.0
6,65,mixing bowl,2,100,82.0
6,66,oboe,2,100,98.0
6,67,organ,2,100,90.0
6,68,parallel bars,2,100,27.0
6,69,pencil box,2,100,91.0
6,70,photocopier,3,100,97.0
6,71,poncho,3,100,89.0
6,72,prayer rug,3,100,96.0
6,73,reel,3,100,99.0
6,74,school bus,3,100,98.0
6,75,scoreboard,4,100,99.0
6,76,slot,4,100,98.0
6,77,snorkel,4,100,98.0
6,78,solar dish,4,100,93.0
6,79,spider web,4,100,99.0
6,80,stage,5,100,88.0
6,81,tank,5,100,98.0
6,82,theater curtain,5,100,91.0
6,83,tile roof,5,100,96.0
6,84,tobacco shop,5,100,90.0
6,85,unicycle,6,100,96.0
6,86,upright,6,100,95.0
6,87,vase,6,100,94.0
6,88,wok,6,100,44.0
6,89,worm fence,6,100,95.0
7,0,house finch,0,100,97.0
7,1,robin,0,100,100.0
7,2,triceratops,0,100,100.0
7,3,green mamba,0,100,99.0
7,4,harvestman,0,100,99.0
7,5,toucan,0,100,100.0
7,6,goose,0,100,100.0
7,7,jellyfish,0,100,97.0
7,8,nematode,0,100,97.0
7,9,king crab,0,100,100.0
7,10,dugong,0,100,100.0
7,11,Walker hound,0,100,99.0
7,12,Ibizan hound,0,100,95.0
7,13,Saluki,0,100,93.0
7,14,golden retriever,0,100,100.0
7,15,Gordon setter,0,100,96.0
7,16,komondor,0,100,95.0
7,17,boxer,0,100,94.0
7,18,Tibetan mastiff,0,100,80.0
7,19,French bulldog,0,100,99.0
7,20,malamute,0,100,92.0
7,21,dalmatian,0,100,96.0
7,22,Newfoundland,0,100,95.0
7,23,miniature poodle,0,100,97.0
7,24,white wolf,0,100,99.0
7,25,African hunting dog,0,100,99.0
7,26,Arctic fox,0,100,99.0
7,27,lion,0,100,100.0
7,28,meerkat,0,100,100.0
7,29,ladybug,0,100,99.0
7,30,rhinoceros beetle,0,100,98.0
7,31,ant,0,100,95.0
7,32,black-footed ferret,0,100,97.0
7,33,three-toed sloth,0,100,100.0
7,34,rock beauty,0,100,99.0
7,35,aircraft carrier,0,100,100.0
7,36,ashcan,0,100,78.0
7,37,barrel,0,100,88.0
7,38,beer bottle,0,100,100.0
7,39,bookshop,0,100,95.0
7,40,cannon,0,100,95.0
7,41,carousel,0,100,99.0
7,42,carton,0,100,85.0
7,43,catamaran,0,100,98.0
7,44,chime,0,100,95.0
7,45,clog,0,100,97.0
7,46,cocktail shaker,0,100,91.0
7,47,combination lock,0,100,94.0
7,48,crate,0,100,88.0
7,49,cuirass,0,100,100.0
7,50,dishrag,0,100,99.0
7,51,dome,0,100,99.0
7,52,electric guitar,0,100,96.0
7,53,file,0,100,94.0
7,54,fire screen,0,100,96.0
7,55,frying pan,0,100,91.0
7,56,garbage truck,0,100,100.0
7,57,hair slide,0,100,96.0
7,58,holster,0,100,100.0
7,59,horizontal bar,0,100,99.0
7,60,hourglass,1,100,99.0
7,61,iPod,1,100,97.0
7,62,lipstick,1,100,96.0
7,63,miniskirt,1,100,95.0
7,64,missile,1,100,94.0
7,65,mixing bowl,2,100,78.0
7,66,oboe,2,100,98.0
7,67,organ,2,100,90.0
7,68,parallel bars,2,100,28.0
7,69,pencil box,2,100,91.0
7,70,photocopier,3,100,97.0
7,71,poncho,3,100,89.0
7,72,prayer rug,3,100,96.0
7,73,reel,3,100,99.0
7,74,school bus,3,100,98.0
7,75,scoreboard,4,100,99.0
7,76,slot,4,100,98.0
7,77,snorkel,4,100,98.0
7,78,solar dish,4,100,93.0
7,79,spider web,4,100,99.0
7,80,stage,5,100,88.0
7,81,tank,5,100,98.0
7,82,theater curtain,5,100,91.0
7,83,tile roof,5,100,96.0
7,84,tobacco shop,5,100,89.0
7,85,unicycle,6,100,96.0
7,86,upright,6,100,95.0
7,87,vase,6,100,93.0
7,88,wok,6,100,33.0
7,89,worm fence,6,100,95.0
7,90,yawl,7,100,64.0
7,91,street sign,7,100,97.0
7,92,consomme,7,100,97.0
7,93,trifle,7,100,100.0
7,94,hotdog,7,100,99.0
8,0,house finch,0,100,97.0
8,1,robin,0,100,100.0
8,2,triceratops,0,100,100.0
8,3,green mamba,0,100,99.0
8,4,harvestman,0,100,99.0
8,5,toucan,0,100,100.0
8,6,goose,0,100,100.0
8,7,jellyfish,0,100,97.0
8,8,nematode,0,100,97.0
8,9,king crab,0,100,100.0
8,10,dugong,0,100,100.0
8,11,Walker hound,0,100,99.0
8,12,Ibizan hound,0,100,95.0
8,13,Saluki,0,100,93.0
8,14,golden retriever,0,100,100.0
8,15,Gordon setter,0,100,96.0
8,16,komondor,0,100,95.0
8,17,boxer,0,100,94.0
8,18,Tibetan mastiff,0,100,79.0
8,19,French bulldog,0,100,99.0
8,20,malamute,0,100,92.0
8,21,dalmatian,0,100,96.0
8,22,Newfoundland,0,100,95.0
8,23,miniature poodle,0,100,97.0
8,24,white wolf,0,100,98.0
8,25,African hunting dog,0,100,99.0
8,26,Arctic fox,0,100,99.0
8,27,lion,0,100,100.0
8,28,meerkat,0,100,100.0
8,29,ladybug,0,100,99.0
8,30,rhinoceros beetle,0,100,98.0
8,31,ant,0,100,94.0
8,32,black-footed ferret,0,100,97.0
8,33,three-toed sloth,0,100,100.0
8,34,rock beauty,0,100,96.0
8,35,aircraft carrier,0,100,100.0
8,36,ashcan,0,100,77.0
8,37,barrel,0,100,88.0
8,38,beer bottle,0,100,100.0
8,39,bookshop,0,100,95.0
8,40,cannon,0,100,95.0
8,41,carousel,0,100,99.0
8,42,carton,0,100,85.0
8,43,catamaran,0,100,98.0
8,44,chime,0,100,95.0
8,45,clog,0,100,97.0
8,46,cocktail shaker,0,100,91.0
8,47,combination lock,0,100,94.0
8,48,crate,0,100,86.0
8,49,cuirass,0,100,100.0
8,50,dishrag,0,100,99.0
8,51,dome,0,100,99.0
8,52,electric guitar,0,100,96.0
8,53,file,0,100,94.0
8,54,fire screen,0,100,96.0
8,55,frying pan,0,100,90.0
8,56,garbage truck,0,100,100.0
8,57,hair slide,0,100,96.0
8,58,holster,0,100,100.0
8,59,horizontal bar,0,100,98.0
8,60,hourglass,1,100,99.0
8,61,iPod,1,100,97.0
8,62,lipstick,1,100,95.0
8,63,miniskirt,1,100,95.0
8,64,missile,1,100,94.0
8,65,mixing bowl,2,100,78.0
8,66,oboe,2,100,98.0
8,67,organ,2,100,90.0
8,68,parallel bars,2,100,28.0
8,69,pencil box,2,100,91.0
8,70,photocopier,3,100,97.0
8,71,poncho,3,100,89.0
8,72,prayer rug,3,100,96.0
8,73,reel,3,100,99.0
8,74,school bus,3,100,98.0
8,75,scoreboard,4,100,99.0
8,76,slot,4,100,98.0
8,77,snorkel,4,100,97.0
8,78,solar dish,4,100,93.0
8,79,spider web,4,100,99.0
8,80,stage,5,100,88.0
8,81,tank,5,100,98.0
8,82,theater curtain,5,100,91.0
8,83,tile roof,5,100,96.0
8,84,tobacco shop,5,100,89.0
8,85,unicycle,6,100,96.0
8,86,upright,6,100,95.0
8,87,vase,6,100,94.0
8,88,wok,6,100,33.0
8,89,worm fence,6,100,94.0
8,90,yawl,7,100,64.0
8,91,street sign,7,100,97.0
8,92,consomme,7,100,96.0
8,93,trifle,7,100,100.0
8,94,hotdog,7,100,99.0
8,95,orange,8,100,95.0
8,96,cliff,8,100,96.0
8,97,coral reef,8,100,88.0
8,98,bolete,8,100,98.0
8,99,ear,8,100,96.0
