eval_session,true_class_id,true_class_name,final_pred_class_id,final_pred_class_name,count,mean_final_pred_conf,mean_final_true_prob,mean_final_pred_prob,mean_clip_true_sim,mean_clip_pred_sim,mean_dino_true_sim_raw,mean_dino_pred_sim_raw,mean_dino_true_sim_final,mean_dino_pred_sim_final,query_numbers
0,18,Tibetan mastiff,14,golden retriever,1,0.981323,0.000474,0.981323,0.740407,0.76886,0.336058,0.546152,0.336058,0.546152,1895
0,18,Tibetan mastiff,16,komondor,2,0.901847,0.011012,0.901847,0.843384,0.822807,0.16429,0.397116,0.16429,0.397116,1873 1886
0,18,Tibetan mastiff,20,malamute,1,0.556259,0.442586,0.556259,0.729504,0.760921,0.380948,0.340015,0.380948,0.340015,1872
0,18,Tibetan mastiff,22,Newfoundland,14,0.909211,0.072365,0.909211,0.865366,0.871405,0.475942,0.576741,0.475942,0.576741,1815 1821 1828 1843 1860 1864 1874 1875 1877 1884 1887 1890 1891 1897
0,19,French bulldog,5,toucan,1,0.397608,0.021917,0.397608,0.765677,0.703019,0.102269,0.12958,0.102269,0.12958,1999
0,20,malamute,4,harvestman,1,0.321345,0.000387,0.321345,0.568227,0.445836,0.062128,0.043112,0.062128,0.043112,2030
0,20,malamute,14,golden retriever,1,0.42613,0.000217,0.42613,0.569322,0.574942,0.15402,0.389583,0.15402,0.389583,2043
0,20,malamute,15,Gordon setter,1,0.503322,0.014943,0.503322,0.774382,0.801913,0.099929,0.166918,0.099929,0.166918,2083
0,20,malamute,18,Tibetan mastiff,1,0.49991,0.498536,0.49991,0.836731,0.817036,0.388174,0.416781,0.388174,0.416781,2092
0,20,malamute,22,Newfoundland,1,0.619875,0.153953,0.619875,0.739662,0.732044,0.187739,0.202681,0.187739,0.202681,2005
0,20,malamute,24,white wolf,2,0.651168,0.348035,0.651168,0.85925,0.850015,0.487818,0.519381,0.487818,0.519381,2047 2055
0,20,malamute,26,Arctic fox,1,0.427891,0.251161,0.427891,0.870228,0.824834,0.161919,0.190448,0.161919,0.190448,2014
0,21,dalmatian,11,Walker hound,1,0.999943,5.2e-05,0.999943,0.826765,0.833813,0.30969,0.554574,0.30969,0.554574,2162
0,21,dalmatian,17,boxer,2,0.611106,0.251642,0.611106,0.828774,0.820011,0.270266,0.371283,0.270266,0.371283,2139 2192
0,21,dalmatian,19,French bulldog,1,0.991091,7e-06,0.991091,0.811802,0.835148,0.194696,0.517256,0.194696,0.517256,2106
0,22,Newfoundland,18,Tibetan mastiff,1,0.504306,0.495693,0.504306,0.913414,0.921115,0.670682,0.662496,0.670682,0.662496,2288
0,22,Newfoundland,20,malamute,1,0.999965,1.3e-05,0.999965,0.817991,0.876518,0.163188,0.513249,0.163188,0.513249,2228
0,22,Newfoundland,24,white wolf,1,0.631033,0.314279,0.631033,0.816087,0.819594,0.189539,0.205239,0.189539,0.205239,2249
0,22,Newfoundland,41,carousel,1,0.757784,0.003674,0.757784,0.580122,0.684119,0.053086,0.120348,0.053086,0.120348,2237
0,23,miniature poodle,14,golden retriever,2,0.974476,0.024536,0.974476,0.833422,0.824663,0.118664,0.314188,0.118664,0.314188,2313 2376
0,23,miniature poodle,21,dalmatian,1,0.615268,0.289487,0.615268,0.840117,0.830315,0.207168,0.195387,0.207168,0.195387,2332
0,24,white wolf,14,golden retriever,1,0.640325,0.334358,0.640325,0.825897,0.835819,0.25924,0.31543,0.25924,0.31543,2452
0,24,white wolf,26,Arctic fox,1,0.999871,0.000129,0.999871,0.866043,0.903141,0.532829,0.839783,0.532829,0.839783,2477
0,25,African hunting dog,24,white wolf,1,0.999924,0.0,0.999924,0.784466,0.881473,0.06531,0.559569,0.06531,0.559569,2564
0,26,Arctic fox,24,white wolf,1,0.726077,0.055489,0.726077,0.791945,0.792592,0.301886,0.337653,0.301886,0.337653,2692
0,30,rhinoceros beetle,1,robin,1,0.411919,0.0087,0.411919,0.757906,0.730581,0.030845,0.054188,0.030845,0.054188,3068
0,30,rhinoceros beetle,29,ladybug,1,0.447213,0.399653,0.447213,0.865861,0.840085,0.149971,0.208375,0.149971,0.208375,3001
0,31,ant,5,toucan,3,0.452029,0.233021,0.452029,0.779333,0.745878,0.081731,0.074855,0.081731,0.074855,3150 3161 3169
0,31,ant,29,ladybug,2,0.615323,0.136558,0.615323,0.82485,0.816509,0.164263,0.238415,0.164263,0.238415,3108 3147
0,32,black-footed ferret,26,Arctic fox,1,0.51238,0.083057,0.51238,0.690188,0.731415,0.129371,0.15858,0.129371,0.15858,3229
0,32,black-footed ferret,28,meerkat,2,0.941136,0.051483,0.941136,0.776277,0.824972,0.1598,0.26886,0.1598,0.26886,3236 3294
0,34,rock beauty,33,three-toed sloth,1,0.630023,0.142364,0.630023,0.748152,0.79409,0.128852,0.154491,0.128852,0.154491,3470
0,36,ashcan,5,toucan,1,0.357262,0.176047,0.357262,0.760394,0.539321,0.304858,0.076865,0.304858,0.076865,3621
0,36,ashcan,18,Tibetan mastiff,1,0.330718,0.317128,0.330718,0.604463,0.451801,0.232347,0.040442,0.232347,0.040442,3647
0,36,ashcan,20,malamute,1,0.295676,0.114825,0.295676,0.748547,0.701324,0.040948,0.293266,0.040948,0.293266,3653
0,36,ashcan,24,white wolf,1,0.395341,0.343895,0.395341,0.606186,0.461917,0.086618,0.067639,0.086618,0.067639,3667
0,36,ashcan,26,Arctic fox,1,0.45264,0.003919,0.45264,0.736775,0.733239,0.069348,0.311232,0.069348,0.311232,3632
0,36,ashcan,28,meerkat,1,0.399659,0.107632,0.399659,0.697461,0.578762,0.164275,0.063639,0.164275,0.063639,3619
0,36,ashcan,33,three-toed sloth,1,0.914785,0.004328,0.914785,0.686471,0.724974,0.079953,0.194122,0.079953,0.194122,3692
0,36,ashcan,37,barrel,3,0.811037,0.153669,0.811037,0.709587,0.751749,0.314652,0.307981,0.314652,0.307981,3630 3640 3656
0,36,ashcan,38,beer bottle,1,0.481403,0.03469,0.481403,0.581066,0.631706,0.074017,0.123719,0.074017,0.123719,3661
0,36,ashcan,41,carousel,2,0.417706,0.258694,0.417706,0.742487,0.757104,0.222694,0.123263,0.222694,0.123263,3624 3651
0,36,ashcan,42,carton,1,0.990931,0.005731,0.990931,0.754615,0.769242,0.200066,0.389225,0.200066,0.389225,3658
0,36,ashcan,46,cocktail shaker,3,0.802037,0.056612,0.802037,0.745746,0.838716,0.218283,0.343099,0.218283,0.343099,3617 3633 3663
0,36,ashcan,48,crate,1,0.998342,0.00162,0.998342,0.720331,0.769783,0.373215,0.519575,0.373215,0.519575,3604
0,36,ashcan,51,dome,1,0.480248,0.069125,0.480248,0.722177,0.776541,0.098493,0.10715,0.098493,0.10715,3682
0,36,ashcan,53,file,1,0.533911,0.257057,0.533911,0.788824,0.820072,0.164679,0.188186,0.164679,0.188186,3689
0,36,ashcan,56,garbage truck,1,0.999993,5e-06,0.999993,0.712622,0.755209,0.148553,0.489444,0.148553,0.489444,3679
0,37,barrel,1,robin,2,0.401985,0.233079,0.401985,0.675747,0.578337,0.133153,0.071821,0.133153,0.071821,3704 3767
0,37,barrel,5,toucan,1,0.400871,0.091153,0.400871,0.754608,0.602334,0.00732,0.078565,0.00732,0.078565,3773
0,37,barrel,34,rock beauty,1,0.394444,0.248559,0.394444,0.753082,0.565609,0.14864,0.077843,0.14864,0.077843,3740
0,37,barrel,36,ashcan,3,0.861298,0.136343,0.861298,0.746428,0.787938,0.191629,0.42118,0.191629,0.42118,3745 3760 3779
0,37,barrel,41,carousel,2,0.524013,0.197274,0.524013,0.568588,0.623349,0.073483,0.10966,0.073483,0.10966,3705 3758
0,37,barrel,42,carton,1,0.676725,0.005754,0.676725,0.753349,0.682856,0.188847,0.299459,0.188847,0.299459,3769
0,39,bookshop,42,carton,1,0.936236,0.060395,0.936236,0.679605,0.646889,0.317007,0.36804,0.317007,0.36804,3909
0,40,cannon,28,meerkat,1,0.318214,0.006705,0.318214,0.612648,0.57616,0.127709,0.034316,0.127709,0.034316,4083
0,40,cannon,35,aircraft carrier,1,0.561747,0.435642,0.561747,0.78461,0.768001,0.171783,0.171402,0.171783,0.171402,4049
0,41,carousel,36,ashcan,1,0.484994,0.314881,0.484994,0.621734,0.696945,0.059898,0.231967,0.059898,0.231967,4131
0,42,carton,1,robin,2,0.33362,0.154692,0.33362,0.664945,0.514065,0.079717,0.033093,0.079717,0.033093,4222 4287
0,42,carton,27,lion,1,0.422948,0.143978,0.422948,0.685749,0.638762,0.061099,0.101161,0.061099,0.101161,4263
0,42,carton,38,beer bottle,1,0.999876,0.000118,0.999876,0.594521,0.72592,0.212801,0.537911,0.212801,0.537911,4259
0,42,carton,39,bookshop,2,0.928929,0.005041,0.928929,0.69399,0.725809,0.278943,0.474813,0.278943,0.474813,4211 4251
0,42,carton,48,crate,5,0.917485,0.044909,0.917485,0.685524,0.729102,0.266188,0.375019,0.266188,0.375019,4204 4209 4214 4278 4294
0,42,carton,53,file,1,0.547241,0.451298,0.547241,0.739681,0.740048,0.432467,0.368093,0.432467,0.368093,4255
0,44,chime,28,meerkat,1,0.352451,0.267604,0.352451,0.623542,0.507988,0.137364,0.070744,0.137364,0.070744,4451
0,44,chime,51,dome,1,0.593816,0.004779,0.593816,0.662776,0.710704,0.122755,0.277591,0.122755,0.277591,4421
0,45,clog,54,fire screen,1,0.517807,0.448867,0.517807,0.788991,0.794677,0.217758,0.292943,0.217758,0.292943,4528
0,46,cocktail shaker,25,African hunting dog,1,0.391375,0.305044,0.391375,0.70228,0.553572,0.142253,0.045924,0.142253,0.045924,4620
0,46,cocktail shaker,38,beer bottle,3,0.651027,0.188364,0.651027,0.74242,0.746063,0.180176,0.263596,0.180176,0.263596,4600 4646 4665
0,46,cocktail shaker,42,carton,1,0.516252,0.023267,0.516252,0.601331,0.657807,0.110892,0.145925,0.110892,0.145925,4637
0,46,cocktail shaker,55,frying pan,1,0.54056,0.424289,0.54056,0.828362,0.835218,0.244095,0.224568,0.244095,0.224568,4601
0,47,combination lock,48,crate,1,0.997952,5.2e-05,0.997952,0.798527,0.790382,0.06559,0.292888,0.06559,0.292888,4752
0,47,combination lock,53,file,2,0.815468,0.143792,0.815468,0.74247,0.725766,0.216563,0.326924,0.216563,0.326924,4713 4720
0,47,combination lock,57,hair slide,2,0.424304,0.046395,0.424304,0.708428,0.716662,0.104684,0.151589,0.104684,0.151589,4737 4762
0,48,crate,37,barrel,1,0.999843,0.00015,0.999843,0.82829,0.845767,0.243439,0.537597,0.243439,0.537597,4834
0,48,crate,42,carton,8,0.888635,0.107758,0.888635,0.750803,0.721538,0.321554,0.485918,0.321554,0.485918,4811 4825 4833 4836 4867 4874 4880 4887
0,48,crate,50,dishrag,1,0.541585,0.000213,0.541585,0.676786,0.818891,0.007778,0.088922,0.007778,0.088922,4897
0,48,crate,53,file,2,0.87244,0.126172,0.87244,0.769326,0.743588,0.368317,0.479959,0.368317,0.479959,4845 4868
0,51,dome,26,Arctic fox,1,0.394207,0.246382,0.394207,0.670513,0.618395,0.036551,0.108026,0.036551,0.108026,5181
0,53,file,39,bookshop,2,0.933509,0.066321,0.933509,0.773979,0.747853,0.218382,0.456778,0.218382,0.456778,5322 5346
0,53,file,41,carousel,1,0.33892,0.089459,0.33892,0.703008,0.683151,0.189082,0.100499,0.189082,0.100499,5317
0,54,fire screen,2,triceratops,1,0.377565,0.02966,0.377565,0.604593,0.582377,0.104164,0.122743,0.104164,0.122743,5450
0,54,fire screen,26,Arctic fox,1,0.391819,0.085564,0.391819,0.788461,0.554108,0.145626,0.070019,0.145626,0.070019,5442
0,54,fire screen,36,ashcan,1,0.34259,0.010789,0.34259,0.712753,0.672197,0.024573,0.146902,0.024573,0.146902,5443
0,55,frying pan,9,king crab,1,0.999748,0.000221,0.999748,0.733205,0.827092,0.067443,0.304172,0.067443,0.304172,5593
0,55,frying pan,54,fire screen,1,0.520665,0.478456,0.520665,0.772211,0.770931,0.334597,0.373441,0.334597,0.373441,5535
0,55,frying pan,57,hair slide,1,0.468813,0.020474,0.468813,0.677808,0.757226,0.165796,0.125827,0.165796,0.125827,5548
0,57,hair slide,18,Tibetan mastiff,1,0.36562,0.019139,0.36562,0.586584,0.558434,0.053372,0.04134,0.053372,0.04134,5752
0,57,hair slide,38,beer bottle,1,0.99913,0.0,0.99913,0.595901,0.738801,0.015403,0.466683,0.015403,0.466683,5732
1,0,house finch,1,robin,1,0.785135,0.207295,0.785135,0.79687,0.785439,0.146794,0.166448,0.146794,0.166448,62
1,0,house finch,44,chime,2,0.400046,0.153123,0.400046,0.613511,0.691573,0.075638,0.218974,0.075638,0.218974,76 91
1,3,green mamba,24,white wolf,1,0.398901,0.253434,0.398901,0.735887,0.663725,0.045253,0.091733,0.045253,0.091733,379
1,4,harvestman,33,three-toed sloth,1,0.335763,0.011009,0.335763,0.773625,0.71068,0.078057,0.107396,0.078057,0.107396,490
1,7,jellyfish,41,carousel,1,0.432334,0.165895,0.432334,0.76838,0.686684,0.094406,0.10103,0.094406,0.10103,714
1,8,nematode,1,robin,1,0.397017,0.366785,0.397017,0.801295,0.645845,0.049796,0.061636,0.049796,0.061636,816
1,8,nematode,25,African hunting dog,1,0.401807,0.199528,0.401807,0.688584,0.607333,0.032521,0.052144,0.032521,0.052144,881
1,11,Walker hound,12,Ibizan hound,1,0.575963,0.419294,0.575963,0.857335,0.846957,0.241552,0.240452,0.241552,0.240452,1163
1,12,Ibizan hound,11,Walker hound,2,0.770882,0.019262,0.770882,0.828072,0.826425,0.284222,0.365995,0.284222,0.365995,1228 1290
1,12,Ibizan hound,13,Saluki,3,0.998719,0.00128,0.998719,0.816965,0.836926,0.326416,0.60562,0.326416,0.60562,1212 1238 1263
1,13,Saluki,11,Walker hound,1,0.986452,0.013455,0.986452,0.828549,0.788092,0.309536,0.540062,0.309536,0.540062,1364
1,13,Saluki,12,Ibizan hound,4,0.826224,0.173748,0.826224,0.867687,0.86487,0.507992,0.559467,0.507992,0.559467,1306 1358 1374 1376
1,13,Saluki,18,Tibetan mastiff,1,0.674813,0.001234,0.674813,0.793979,0.84193,0.188966,0.392792,0.188966,0.392792,1309
1,13,Saluki,33,three-toed sloth,1,0.397558,0.252406,0.397558,0.690972,0.602877,0.209564,0.107606,0.209564,0.107606,1355
1,15,Gordon setter,14,golden retriever,2,0.691723,0.019714,0.691723,0.782361,0.795363,0.2076,0.402106,0.2076,0.402106,1508 1560
1,15,Gordon setter,22,Newfoundland,1,0.552111,0.000958,0.552111,0.878641,0.877336,0.141612,0.323411,0.141612,0.323411,1593
1,16,komondor,23,miniature poodle,5,0.80913,0.189626,0.80913,0.828423,0.85997,0.243989,0.373376,0.243989,0.373376,1612 1665 1676 1678 1683
1,17,boxer,14,golden retriever,1,0.419184,0.005811,0.419184,0.819639,0.829152,0.105972,0.217263,0.105972,0.217263,1731
1,17,boxer,15,Gordon setter,1,0.374618,0.02396,0.374618,0.811547,0.807001,0.160739,0.108956,0.160739,0.108956,1798
1,17,boxer,19,French bulldog,3,0.933815,0.065841,0.933815,0.838162,0.858416,0.353998,0.486425,0.353998,0.486425,1716 1736 1795
1,17,boxer,23,miniature poodle,1,0.999247,0.000733,0.999247,0.855878,0.855207,0.129894,0.392897,0.129894,0.392897,1730
1,18,Tibetan mastiff,14,golden retriever,1,0.981323,0.000474,0.981323,0.740407,0.76886,0.336058,0.546152,0.336058,0.546152,1895
1,18,Tibetan mastiff,16,komondor,2,0.901844,0.011012,0.901844,0.843384,0.822807,0.16429,0.397115,0.16429,0.397115,1873 1886
1,18,Tibetan mastiff,20,malamute,1,0.556259,0.442586,0.556259,0.729504,0.760921,0.380948,0.340015,0.380948,0.340015,1872
1,18,Tibetan mastiff,22,Newfoundland,14,0.90919,0.072386,0.90919,0.865366,0.871405,0.475942,0.576741,0.475942,0.576741,1815 1821 1828 1843 1860 1864 1874 1875 1877 1884 1887 1890 1891 1897
1,19,French bulldog,5,toucan,1,0.400058,0.021915,0.400058,0.765677,0.703019,0.102269,0.12958,0.102269,0.12958,1999
1,20,malamute,4,harvestman,1,0.31407,0.000377,0.31407,0.568227,0.445836,0.062128,0.043112,0.062128,0.043112,2030
1,20,malamute,14,golden retriever,1,0.426129,0.000217,0.426129,0.569322,0.574942,0.15402,0.389583,0.15402,0.389583,2043
1,20,malamute,15,Gordon setter,1,0.513758,0.014943,0.513758,0.774382,0.801914,0.099929,0.166917,0.099929,0.166917,2083
1,20,malamute,18,Tibetan mastiff,1,0.499908,0.498537,0.499908,0.836732,0.817036,0.388175,0.416781,0.388175,0.416781,2092
1,20,malamute,22,Newfoundland,1,0.620735,0.153784,0.620735,0.739662,0.732044,0.18774,0.202681,0.18774,0.202681,2005
1,20,malamute,24,white wolf,2,0.651167,0.348035,0.651167,0.85925,0.850015,0.487818,0.519381,0.487818,0.519381,2047 2055
1,20,malamute,26,Arctic fox,1,0.442229,0.250888,0.442229,0.870228,0.824835,0.161919,0.190448,0.161919,0.190448,2014
1,21,dalmatian,11,Walker hound,1,0.999943,5.2e-05,0.999943,0.826765,0.833813,0.30969,0.554573,0.30969,0.554573,2162
1,21,dalmatian,17,boxer,2,0.637954,0.224815,0.637954,0.828774,0.820011,0.270267,0.371283,0.270267,0.371283,2139 2192
1,21,dalmatian,19,French bulldog,1,0.991091,7e-06,0.991091,0.811802,0.835148,0.194696,0.517256,0.194696,0.517256,2106
1,22,Newfoundland,18,Tibetan mastiff,1,0.504405,0.495595,0.504405,0.913414,0.921115,0.670682,0.662496,0.670682,0.662496,2288
1,22,Newfoundland,20,malamute,1,0.999965,1.3e-05,0.999965,0.817991,0.876519,0.163188,0.513249,0.163188,0.513249,2228
1,22,Newfoundland,24,white wolf,1,0.63104,0.31427,0.63104,0.816087,0.819594,0.189539,0.205239,0.189539,0.205239,2249
1,22,Newfoundland,41,carousel,1,0.750097,0.003594,0.750097,0.580122,0.684119,0.053086,0.120348,0.053086,0.120348,2237
1,23,miniature poodle,14,golden retriever,2,0.974476,0.024537,0.974476,0.833422,0.824663,0.118664,0.314188,0.118664,0.314188,2313 2376
1,23,miniature poodle,21,dalmatian,1,0.620003,0.289479,0.620003,0.840117,0.830315,0.207168,0.195387,0.207168,0.195387,2332
1,24,white wolf,14,golden retriever,1,0.613194,0.3615,0.613194,0.825897,0.835819,0.25924,0.31543,0.25924,0.31543,2452
1,24,white wolf,26,Arctic fox,1,0.999871,0.000129,0.999871,0.866043,0.903141,0.532829,0.839783,0.532829,0.839783,2477
1,25,African hunting dog,24,white wolf,1,0.999924,0.0,0.999924,0.784466,0.881473,0.06531,0.559569,0.06531,0.559569,2564
1,26,Arctic fox,24,white wolf,1,0.728536,0.053263,0.728536,0.791945,0.792592,0.301887,0.337653,0.301887,0.337653,2692
1,30,rhinoceros beetle,1,robin,1,0.413502,0.008679,0.413502,0.757906,0.730581,0.030845,0.054188,0.030845,0.054188,3068
1,30,rhinoceros beetle,29,ladybug,1,0.447204,0.381525,0.447204,0.865861,0.840085,0.149971,0.208375,0.149971,0.208375,3001
1,31,ant,5,toucan,3,0.420308,0.231933,0.420308,0.779333,0.745878,0.081731,0.074855,0.081731,0.074855,3150 3161 3169
1,31,ant,29,ladybug,2,0.614095,0.136523,0.614095,0.82485,0.816509,0.164263,0.238416,0.164263,0.238416,3108 3147
1,32,black-footed ferret,26,Arctic fox,1,0.512431,0.083032,0.512431,0.690188,0.731415,0.129371,0.15858,0.129371,0.15858,3229
1,32,black-footed ferret,28,meerkat,2,0.942678,0.049906,0.942678,0.776277,0.824972,0.1598,0.26886,0.1598,0.26886,3236 3294
1,34,rock beauty,33,three-toed sloth,1,0.654553,0.118349,0.654553,0.748152,0.794089,0.128852,0.154491,0.128852,0.154491,3470
1,36,ashcan,5,toucan,1,0.38608,0.176038,0.38608,0.760395,0.539321,0.304858,0.076865,0.304858,0.076865,3621
1,36,ashcan,24,white wolf,1,0.39077,0.340909,0.39077,0.606186,0.461917,0.086618,0.067639,0.086618,0.067639,3667
1,36,ashcan,26,Arctic fox,1,0.452629,0.003918,0.452629,0.736775,0.733238,0.069348,0.311232,0.069348,0.311232,3632
1,36,ashcan,28,meerkat,1,0.399891,0.106188,0.399891,0.697461,0.578762,0.164276,0.063639,0.164276,0.063639,3619
1,36,ashcan,32,black-footed ferret,1,0.328102,0.114144,0.328102,0.748547,0.736816,0.040948,0.231017,0.040948,0.231017,3653
1,36,ashcan,33,three-toed sloth,1,0.914691,0.004327,0.914691,0.686471,0.724974,0.079953,0.194122,0.079953,0.194122,3692
1,36,ashcan,37,barrel,3,0.811026,0.153646,0.811026,0.709587,0.751749,0.314652,0.307981,0.314652,0.307981,3630 3640 3656
1,36,ashcan,38,beer bottle,1,0.469428,0.033827,0.469428,0.581066,0.631706,0.074017,0.123719,0.074017,0.123719,3661
1,36,ashcan,41,carousel,1,0.286766,0.102905,0.286766,0.723143,0.704377,0.111141,0.051549,0.111141,0.051549,3624
1,36,ashcan,42,carton,1,0.990928,0.005731,0.990928,0.754615,0.769242,0.200066,0.389225,0.200066,0.389225,3658
1,36,ashcan,46,cocktail shaker,3,0.801841,0.056533,0.801841,0.745747,0.838716,0.218283,0.3431,0.218283,0.3431,3617 3633 3663
1,36,ashcan,48,crate,1,0.998342,0.00162,0.998342,0.720331,0.769783,0.373215,0.519575,0.373215,0.519575,3604
1,36,ashcan,51,dome,1,0.476812,0.06863,0.476812,0.722177,0.776541,0.098493,0.10715,0.098493,0.10715,3682
1,36,ashcan,53,file,1,0.442943,0.256193,0.442943,0.788824,0.820072,0.164679,0.188186,0.164679,0.188186,3689
1,36,ashcan,56,garbage truck,1,0.999993,5e-06,0.999993,0.712622,0.755209,0.148554,0.489444,0.148554,0.489444,3679
1,37,barrel,1,robin,2,0.40108,0.231531,0.40108,0.675747,0.578337,0.133153,0.071821,0.133153,0.071821,3704 3767
1,37,barrel,5,toucan,1,0.40056,0.089935,0.40056,0.754608,0.602334,0.00732,0.078565,0.00732,0.078565,3773
1,37,barrel,34,rock beauty,1,0.397904,0.248425,0.397904,0.753082,0.565609,0.14864,0.077843,0.14864,0.077843,3740
1,37,barrel,36,ashcan,3,0.915685,0.081938,0.915685,0.746428,0.787938,0.191629,0.42118,0.191629,0.42118,3745 3760 3779
1,37,barrel,41,carousel,2,0.526401,0.196828,0.526401,0.568588,0.623349,0.073483,0.10966,0.073483,0.10966,3705 3758
1,37,barrel,42,carton,1,0.676885,0.005753,0.676885,0.753349,0.682856,0.188847,0.299459,0.188847,0.299459,3769
1,37,barrel,62,lipstick,1,0.605794,0.320487,0.605794,0.536704,0.640522,0.164019,0.2061,0.164019,0.228504,3774
1,39,bookshop,42,carton,1,0.936224,0.060394,0.936224,0.679605,0.646889,0.317007,0.36804,0.317007,0.36804,3909
1,40,cannon,28,meerkat,1,0.325156,0.006693,0.325156,0.612648,0.57616,0.127709,0.034316,0.127709,0.034316,4083
1,40,cannon,64,missile,1,0.604953,0.001422,0.604953,0.784611,0.751158,0.171783,0.298302,0.171783,0.356539,4049
1,41,carousel,36,ashcan,1,0.484626,0.330825,0.484626,0.621734,0.696945,0.059898,0.231967,0.059898,0.231967,4131
1,42,carton,1,robin,2,0.315102,0.154304,0.315102,0.664945,0.514065,0.079717,0.033093,0.079717,0.033093,4222 4287
1,42,carton,27,lion,1,0.455533,0.143176,0.455533,0.685749,0.638762,0.0611,0.101161,0.0611,0.101161,4263
1,42,carton,38,beer bottle,1,0.999876,0.000118,0.999876,0.594521,0.72592,0.212801,0.53791,0.212801,0.53791,4259
1,42,carton,39,bookshop,2,0.928928,0.005041,0.928928,0.69399,0.725809,0.278943,0.474813,0.278943,0.474813,4211 4251
1,42,carton,48,crate,5,0.917585,0.044903,0.917585,0.685524,0.729102,0.266188,0.375019,0.266188,0.375019,4204 4209 4214 4278 4294
1,42,carton,53,file,1,0.505111,0.493428,0.505111,0.739681,0.740048,0.432467,0.368093,0.432467,0.368093,4255
1,44,chime,28,meerkat,1,0.328776,0.227784,0.328776,0.623542,0.507988,0.137364,0.070744,0.137364,0.070744,4451
1,44,chime,51,dome,1,0.593683,0.004778,0.593683,0.662776,0.710704,0.122755,0.277591,0.122755,0.277591,4421
1,45,clog,54,fire screen,1,0.529788,0.447266,0.529788,0.78899,0.794677,0.217758,0.292943,0.217758,0.292943,4528
1,46,cocktail shaker,25,African hunting dog,1,0.386629,0.298284,0.386629,0.70228,0.553572,0.142253,0.045924,0.142253,0.045924,4620
1,46,cocktail shaker,38,beer bottle,3,0.643717,0.186717,0.643717,0.74242,0.746063,0.180176,0.263596,0.180176,0.263596,4600 4646 4665
1,46,cocktail shaker,42,carton,1,0.501169,0.022587,0.501169,0.601331,0.657807,0.110892,0.145925,0.110892,0.145925,4637
