eval_session,class_id,class_name,intro_session,query_count,accuracy
2,24,Pelagic Cormorant,0,30,70.0
2,25,Bronzed Cowbird,0,30,93.333
2,26,Shiny Cowbird,0,30,73.333
2,27,Brown Creeper,0,29,100.0
2,28,American Crow,0,30,80.0
2,29,Fish Crow,0,30,60.0
2,30,Black billed Cuckoo,0,30,86.667
2,31,Mangrove Cuckoo,0,23,91.304
2,32,Yellow billed Cuckoo,0,29,96.552
2,33,Gray crowned Rosy Finch,0,29,100.0
2,34,Purple Finch,0,30,100.0
2,35,Northern Flicker,0,30,100.0
2,36,Acadian Flycatcher,0,29,58.621
2,37,Great Crested Flycatcher,0,30,93.333
2,38,Least Flycatcher,0,29,44.828
2,39,Olive sided Flycatcher,0,30,93.333
2,40,Scissor tailed Flycatcher,0,30,100.0
2,41,Vermilion Flycatcher,0,30,100.0
2,42,Yellow bellied Flycatcher,0,29,62.069
2,43,Frigatebird,0,30,100.0
2,44,Northern Fulmar,0,30,100.0
2,45,Gadwall,0,30,100.0
2,46,American Goldfinch,0,30,100.0
2,47,European Goldfinch,0,30,100.0
2,48,Boat tailed Grackle,0,30,70.0
2,49,Eared Grebe,0,30,73.333
2,50,Horned Grebe,0,30,86.667
2,51,Pied billed Grebe,0,30,100.0
2,52,Western Grebe,0,30,100.0
2,53,Blue Grosbeak,0,30,90.0
2,54,Evening Grosbeak,0,30,100.0
2,55,Pine Grosbeak,0,30,96.667
2,56,Rose breasted Grosbeak,0,30,100.0
2,57,Pigeon Guillemot,0,28,96.429
2,58,California Gull,0,30,36.667
2,59,Glaucous winged Gull,0,29,58.621
2,60,Heermann Gull,0,30,96.667
2,61,Herring Gull,0,30,23.333
2,62,Ivory Gull,0,30,100.0
2,63,Ring billed Gull,0,30,66.667
2,64,Slaty backed Gull,0,20,25.0
2,65,Western Gull,0,30,80.0
2,66,Anna Hummingbird,0,30,43.333
2,67,Ruby throated Hummingbird,0,30,63.333
2,68,Rufous Hummingbird,0,30,53.333
2,69,Green Violetear,0,30,86.667
2,70,Long tailed Jaeger,0,30,56.667
2,71,Pomarine Jaeger,0,30,93.333
2,72,Blue Jay,0,30,96.667
2,73,Florida Jay,0,30,100.0
2,74,Green Jay,0,27,100.0
2,75,Dark eyed Junco,0,30,100.0
2,76,Tropical Kingbird,0,30,96.667
2,77,Gray Kingbird,0,29,100.0
2,78,Belted Kingfisher,0,30,96.667
2,79,Green Kingfisher,0,30,83.333
2,80,Pied Kingfisher,0,30,96.667
2,81,Ringed Kingfisher,0,30,90.0
2,82,White breasted Kingfisher,0,30,96.667
2,83,Red legged Kittiwake,0,23,86.957
2,84,Horned Lark,0,30,96.667
2,85,Pacific Loon,0,30,100.0
2,86,Mallard,0,30,100.0
2,87,Western Meadowlark,0,30,100.0
2,88,Hooded Merganser,0,30,80.0
2,89,Red breasted Merganser,0,30,96.667
2,90,Mockingbird,0,30,100.0
2,91,Nighthawk,0,30,100.0
2,92,Clark Nutcracker,0,30,100.0
2,93,White breasted Nuthatch,0,30,100.0
2,94,Baltimore Oriole,0,30,96.667
2,95,Hooded Oriole,0,30,80.0
2,96,Orchard Oriole,0,29,82.759
2,97,Scott Oriole,0,30,93.333
2,98,Ovenbird,0,30,90.0
2,99,Brown Pelican,0,30,100.0
2,100,White Pelican,1,20,100.0
2,101,Western Wood Pewee,1,30,60.0
2,102,Sayornis,1,30,80.0
2,103,American Pipit,1,30,96.667
2,104,Whip poor Will,1,19,10.526
2,105,Horned Puffin,1,30,100.0
2,106,Common Raven,1,30,53.333
2,107,White necked Raven,1,30,86.667
2,108,American Redstart,1,30,93.333
2,109,Geococcyx,1,30,100.0
2,110,Loggerhead Shrike,2,30,56.667
2,111,Great Grey Shrike,2,30,76.667
2,112,Baird Sparrow,2,20,100.0
2,113,Black throated Sparrow,2,30,100.0
2,114,Brewer Sparrow,2,29,44.828
2,115,Chipping Sparrow,2,30,83.333
2,116,Clay colored Sparrow,2,29,86.207
2,117,House Sparrow,2,30,93.333
2,118,Field Sparrow,2,29,72.414
2,119,Fox Sparrow,2,30,100.0
3,0,Black footed Albatross,0,30,96.667
3,1,Laysan Albatross,0,30,90.0
3,2,Sooty Albatross,0,28,100.0
3,3,Groove billed Ani,0,30,100.0
3,4,Crested Auklet,0,14,92.857
3,5,Least Auklet,0,11,100.0
3,6,Parakeet Auklet,0,23,95.652
3,7,Rhinoceros Auklet,0,18,88.889
3,8,Brewer Blackbird,0,29,72.414
3,9,Red winged Blackbird,0,30,100.0
3,10,Rusty Blackbird,0,30,66.667
3,11,Yellow headed Blackbird,0,26,100.0
3,12,Bobolink,0,30,96.667
3,13,Indigo Bunting,0,30,100.0
3,14,Lazuli Bunting,0,28,96.429
3,15,Painted Bunting,0,28,96.429
3,16,Cardinal,0,27,100.0
3,17,Spotted Catbird,0,15,100.0
3,18,Gray Catbird,0,29,100.0
3,19,Yellow breasted Chat,0,29,100.0
3,20,Eastern Towhee,0,30,100.0
3,21,Chuck will Widow,0,26,92.308
3,22,Brandt Cormorant,0,29,72.414
3,23,Red faced Cormorant,0,22,86.364
3,24,Pelagic Cormorant,0,30,70.0
3,25,Bronzed Cowbird,0,30,93.333
3,26,Shiny Cowbird,0,30,73.333
3,27,Brown Creeper,0,29,100.0
3,28,American Crow,0,30,80.0
3,29,Fish Crow,0,30,60.0
3,30,Black billed Cuckoo,0,30,86.667
3,31,Mangrove Cuckoo,0,23,91.304
3,32,Yellow billed Cuckoo,0,29,96.552
3,33,Gray crowned Rosy Finch,0,29,100.0
3,34,Purple Finch,0,30,100.0
3,35,Northern Flicker,0,30,100.0
3,36,Acadian Flycatcher,0,29,62.069
3,37,Great Crested Flycatcher,0,30,93.333
3,38,Least Flycatcher,0,29,44.828
3,39,Olive sided Flycatcher,0,30,93.333
3,40,Scissor tailed Flycatcher,0,30,100.0
3,41,Vermilion Flycatcher,0,30,100.0
3,42,Yellow bellied Flycatcher,0,29,62.069
3,43,Frigatebird,0,30,100.0
3,44,Northern Fulmar,0,30,100.0
3,45,Gadwall,0,30,100.0
3,46,American Goldfinch,0,30,100.0
3,47,European Goldfinch,0,30,100.0
3,48,Boat tailed Grackle,0,30,70.0
3,49,Eared Grebe,0,30,73.333
3,50,Horned Grebe,0,30,86.667
3,51,Pied billed Grebe,0,30,100.0
3,52,Western Grebe,0,30,100.0
3,53,Blue Grosbeak,0,30,90.0
3,54,Evening Grosbeak,0,30,100.0
3,55,Pine Grosbeak,0,30,96.667
3,56,Rose breasted Grosbeak,0,30,100.0
3,57,Pigeon Guillemot,0,28,96.429
3,58,California Gull,0,30,36.667
3,59,Glaucous winged Gull,0,29,58.621
3,60,Heermann Gull,0,30,96.667
3,61,Herring Gull,0,30,23.333
3,62,Ivory Gull,0,30,100.0
3,63,Ring billed Gull,0,30,66.667
3,64,Slaty backed Gull,0,20,25.0
3,65,Western Gull,0,30,80.0
3,66,Anna Hummingbird,0,30,43.333
3,67,Ruby throated Hummingbird,0,30,60.0
3,68,Rufous Hummingbird,0,30,53.333
3,69,Green Violetear,0,30,86.667
3,70,Long tailed Jaeger,0,30,56.667
3,71,Pomarine Jaeger,0,30,93.333
3,72,Blue Jay,0,30,96.667
3,73,Florida Jay,0,30,100.0
3,74,Green Jay,0,27,100.0
3,75,Dark eyed Junco,0,30,100.0
3,76,Tropical Kingbird,0,30,96.667
3,77,Gray Kingbird,0,29,100.0
3,78,Belted Kingfisher,0,30,96.667
3,79,Green Kingfisher,0,30,83.333
3,80,Pied Kingfisher,0,30,96.667
3,81,Ringed Kingfisher,0,30,90.0
3,82,White breasted Kingfisher,0,30,96.667
3,83,Red legged Kittiwake,0,23,86.957
3,84,Horned Lark,0,30,96.667
3,85,Pacific Loon,0,30,100.0
3,86,Mallard,0,30,100.0
3,87,Western Meadowlark,0,30,100.0
3,88,Hooded Merganser,0,30,80.0
3,89,Red breasted Merganser,0,30,96.667
3,90,Mockingbird,0,30,100.0
3,91,Nighthawk,0,30,100.0
3,92,Clark Nutcracker,0,30,100.0
3,93,White breasted Nuthatch,0,30,100.0
3,94,Baltimore Oriole,0,30,96.667
3,95,Hooded Oriole,0,30,83.333
3,96,Orchard Oriole,0,29,82.759
3,97,Scott Oriole,0,30,93.333
3,98,Ovenbird,0,30,90.0
3,99,Brown Pelican,0,30,100.0
3,100,White Pelican,1,20,100.0
3,101,Western Wood Pewee,1,30,56.667
3,102,Sayornis,1,30,80.0
3,103,American Pipit,1,30,96.667
3,104,Whip poor Will,1,19,10.526
3,105,Horned Puffin,1,30,100.0
3,106,Common Raven,1,30,53.333
3,107,White necked Raven,1,30,86.667
3,108,American Redstart,1,30,93.333
3,109,Geococcyx,1,30,100.0
3,110,Loggerhead Shrike,2,30,56.667
3,111,Great Grey Shrike,2,30,76.667
3,112,Baird Sparrow,2,20,75.0
3,113,Black throated Sparrow,2,30,100.0
3,114,Brewer Sparrow,2,29,41.379
3,115,Chipping Sparrow,2,30,80.0
3,116,Clay colored Sparrow,2,29,86.207
3,117,House Sparrow,2,30,93.333
3,118,Field Sparrow,2,29,75.862
3,119,Fox Sparrow,2,30,83.333
3,120,Grasshopper Sparrow,3,30,83.333
3,121,Harris Sparrow,3,30,96.667
3,122,Henslow Sparrow,3,30,80.0
3,123,Le Conte Sparrow,3,29,44.828
3,124,Lincoln Sparrow,3,29,86.207
3,125,Nelson Sharp tailed Sparrow,3,30,76.667
3,126,Savannah Sparrow,3,30,86.667
3,127,Seaside Sparrow,3,30,83.333
3,128,Song Sparrow,3,30,80.0
3,129,Tree Sparrow,3,30,40.0
4,0,Black footed Albatross,0,30,96.667
4,1,Laysan Albatross,0,30,90.0
4,2,Sooty Albatross,0,28,100.0
4,3,Groove billed Ani,0,30,100.0
4,4,Crested Auklet,0,14,92.857
4,5,Least Auklet,0,11,100.0
4,6,Parakeet Auklet,0,23,95.652
4,7,Rhinoceros Auklet,0,18,88.889
4,8,Brewer Blackbird,0,29,72.414
4,9,Red winged Blackbird,0,30,100.0
4,10,Rusty Blackbird,0,30,66.667
4,11,Yellow headed Blackbird,0,26,100.0
4,12,Bobolink,0,30,96.667
4,13,Indigo Bunting,0,30,100.0
4,14,Lazuli Bunting,0,28,96.429
4,15,Painted Bunting,0,28,96.429
4,16,Cardinal,0,27,100.0
4,17,Spotted Catbird,0,15,100.0
4,18,Gray Catbird,0,29,100.0
4,19,Yellow breasted Chat,0,29,100.0
4,20,Eastern Towhee,0,30,100.0
4,21,Chuck will Widow,0,26,92.308
4,22,Brandt Cormorant,0,29,72.414
4,23,Red faced Cormorant,0,22,86.364
4,24,Pelagic Cormorant,0,30,70.0
4,25,Bronzed Cowbird,0,30,93.333
4,26,Shiny Cowbird,0,30,73.333
4,27,Brown Creeper,0,29,100.0
4,28,American Crow,0,30,80.0
4,29,Fish Crow,0,30,60.0
4,30,Black billed Cuckoo,0,30,86.667
4,31,Mangrove Cuckoo,0,23,91.304
4,32,Yellow billed Cuckoo,0,29,96.552
4,33,Gray crowned Rosy Finch,0,29,100.0
4,34,Purple Finch,0,30,100.0
4,35,Northern Flicker,0,30,100.0
4,36,Acadian Flycatcher,0,29,62.069
4,37,Great Crested Flycatcher,0,30,93.333
4,38,Least Flycatcher,0,29,41.379
4,39,Olive sided Flycatcher,0,30,93.333
4,40,Scissor tailed Flycatcher,0,30,100.0
4,41,Vermilion Flycatcher,0,30,100.0
4,42,Yellow bellied Flycatcher,0,29,62.069
4,43,Frigatebird,0,30,100.0
4,44,Northern Fulmar,0,30,100.0
4,45,Gadwall,0,30,100.0
4,46,American Goldfinch,0,30,100.0
4,47,European Goldfinch,0,30,100.0
4,48,Boat tailed Grackle,0,30,66.667
4,49,Eared Grebe,0,30,73.333
4,50,Horned Grebe,0,30,86.667
4,51,Pied billed Grebe,0,30,100.0
4,52,Western Grebe,0,30,100.0
4,53,Blue Grosbeak,0,30,90.0
4,54,Evening Grosbeak,0,30,100.0
4,55,Pine Grosbeak,0,30,96.667
4,56,Rose breasted Grosbeak,0,30,100.0
4,57,Pigeon Guillemot,0,28,96.429
4,58,California Gull,0,30,36.667
4,59,Glaucous winged Gull,0,29,58.621
4,60,Heermann Gull,0,30,96.667
4,61,Herring Gull,0,30,23.333
4,62,Ivory Gull,0,30,100.0
4,63,Ring billed Gull,0,30,66.667
4,64,Slaty backed Gull,0,20,25.0
4,65,Western Gull,0,30,80.0
4,66,Anna Hummingbird,0,30,43.333
4,67,Ruby throated Hummingbird,0,30,60.0
4,68,Rufous Hummingbird,0,30,53.333
4,69,Green Violetear,0,30,86.667
4,70,Long tailed Jaeger,0,30,56.667
4,71,Pomarine Jaeger,0,30,93.333
4,72,Blue Jay,0,30,96.667
4,73,Florida Jay,0,30,100.0
4,74,Green Jay,0,27,100.0
4,75,Dark eyed Junco,0,30,100.0
4,76,Tropical Kingbird,0,30,96.667
4,77,Gray Kingbird,0,29,100.0
4,78,Belted Kingfisher,0,30,96.667
4,79,Green Kingfisher,0,30,83.333
4,80,Pied Kingfisher,0,30,96.667
4,81,Ringed Kingfisher,0,30,90.0
4,82,White breasted Kingfisher,0,30,96.667
4,83,Red legged Kittiwake,0,23,86.957
4,84,Horned Lark,0,30,96.667
4,85,Pacific Loon,0,30,100.0
4,86,Mallard,0,30,100.0
4,87,Western Meadowlark,0,30,100.0
4,88,Hooded Merganser,0,30,80.0
4,89,Red breasted Merganser,0,30,96.667
4,90,Mockingbird,0,30,100.0
4,91,Nighthawk,0,30,100.0
4,92,Clark Nutcracker,0,30,100.0
4,93,White breasted Nuthatch,0,30,100.0
4,94,Baltimore Oriole,0,30,96.667
4,95,Hooded Oriole,0,30,80.0
4,96,Orchard Oriole,0,29,82.759
4,97,Scott Oriole,0,30,93.333
4,98,Ovenbird,0,30,90.0
4,99,Brown Pelican,0,30,100.0
4,100,White Pelican,1,20,100.0
4,101,Western Wood Pewee,1,30,56.667
4,102,Sayornis,1,30,80.0
4,103,American Pipit,1,30,96.667
4,104,Whip poor Will,1,19,10.526
4,105,Horned Puffin,1,30,100.0
4,106,Common Raven,1,30,53.333
4,107,White necked Raven,1,30,86.667
4,108,American Redstart,1,30,93.333
4,109,Geococcyx,1,30,100.0
4,110,Loggerhead Shrike,2,30,56.667
4,111,Great Grey Shrike,2,30,76.667
4,112,Baird Sparrow,2,20,70.0
4,113,Black throated Sparrow,2,30,100.0
4,114,Brewer Sparrow,2,29,41.379
4,115,Chipping Sparrow,2,30,80.0
4,116,Clay colored Sparrow,2,29,86.207
4,117,House Sparrow,2,30,93.333
4,118,Field Sparrow,2,29,75.862
4,119,Fox Sparrow,2,30,86.667
4,120,Grasshopper Sparrow,3,30,83.333
4,121,Harris Sparrow,3,30,96.667
4,122,Henslow Sparrow,3,30,80.0
4,123,Le Conte Sparrow,3,29,44.828
4,124,Lincoln Sparrow,3,29,86.207
4,125,Nelson Sharp tailed Sparrow,3,30,76.667
4,126,Savannah Sparrow,3,30,80.0
4,127,Seaside Sparrow,3,30,83.333
4,128,Song Sparrow,3,30,80.0
4,129,Tree Sparrow,3,30,40.0
4,130,Vesper Sparrow,4,30,93.333
4,131,White crowned Sparrow,4,30,96.667
4,132,White throated Sparrow,4,30,93.333
4,133,Cape Glossy Starling,4,30,100.0
4,134,Bank Swallow,4,30,86.667
4,135,Barn Swallow,4,30,86.667
4,136,Cliff Swallow,4,30,56.667
4,137,Tree Swallow,4,30,90.0
4,138,Scarlet Tanager,4,30,96.667
4,139,Summer Tanager,4,30,96.667
5,0,Black footed Albatross,0,30,96.667
5,1,Laysan Albatross,0,30,90.0
5,2,Sooty Albatross,0,28,100.0
5,3,Groove billed Ani,0,30,100.0
5,4,Crested Auklet,0,14,92.857
5,5,Least Auklet,0,11,100.0
5,6,Parakeet Auklet,0,23,95.652
5,7,Rhinoceros Auklet,0,18,88.889
5,8,Brewer Blackbird,0,29,72.414
5,9,Red winged Blackbird,0,30,100.0
5,10,Rusty Blackbird,0,30,66.667
5,11,Yellow headed Blackbird,0,26,100.0
5,12,Bobolink,0,30,96.667
5,13,Indigo Bunting,0,30,100.0
5,14,Lazuli Bunting,0,28,96.429
5,15,Painted Bunting,0,28,96.429
5,16,Cardinal,0,27,100.0
5,17,Spotted Catbird,0,15,100.0
5,18,Gray Catbird,0,29,100.0
5,19,Yellow breasted Chat,0,29,100.0
5,20,Eastern Towhee,0,30,100.0
5,21,Chuck will Widow,0,26,92.308
5,22,Brandt Cormorant,0,29,72.414
5,23,Red faced Cormorant,0,22,86.364
5,24,Pelagic Cormorant,0,30,70.0
5,25,Bronzed Cowbird,0,30,93.333
5,26,Shiny Cowbird,0,30,73.333
5,27,Brown Creeper,0,29,100.0
5,28,American Crow,0,30,80.0
5,29,Fish Crow,0,30,60.0
5,30,Black billed Cuckoo,0,30,86.667
5,31,Mangrove Cuckoo,0,23,91.304
5,32,Yellow billed Cuckoo,0,29,96.552
5,33,Gray crowned Rosy Finch,0,29,100.0
5,34,Purple Finch,0,30,100.0
5,35,Northern Flicker,0,30,100.0
5,36,Acadian Flycatcher,0,29,62.069
5,37,Great Crested Flycatcher,0,30,93.333
5,38,Least Flycatcher,0,29,41.379
5,39,Olive sided Flycatcher,0,30,93.333
5,40,Scissor tailed Flycatcher,0,30,100.0
5,41,Vermilion Flycatcher,0,30,100.0
5,42,Yellow bellied Flycatcher,0,29,62.069
5,43,Frigatebird,0,30,100.0
5,44,Northern Fulmar,0,30,100.0
5,45,Gadwall,0,30,100.0
5,46,American Goldfinch,0,30,100.0
5,47,European Goldfinch,0,30,100.0
5,48,Boat tailed Grackle,0,30,66.667
5,49,Eared Grebe,0,30,73.333
5,50,Horned Grebe,0,30,86.667
5,51,Pied billed Grebe,0,30,100.0
5,52,Western Grebe,0,30,100.0
5,53,Blue Grosbeak,0,30,90.0
5,54,Evening Grosbeak,0,30,100.0
5,55,Pine Grosbeak,0,30,96.667
5,56,Rose breasted Grosbeak,0,30,100.0
