dataset,eval_session,query_number,true_class_id,true_class_name,true_intro_session,baseline_pred_class_id,baseline_pred_class_name,baseline_pred_intro_session,baseline_pred_conf,baseline_true_prob,baseline_pred_prob,final_pred_class_id,final_pred_class_name,final_pred_intro_session,final_pred_conf,final_true_prob,final_pred_prob,clip_true_sim,clip_pred_sim,dino_true_sim_raw,dino_pred_sim_raw,dino_true_sim_final,dino_pred_sim_final,baseline_correct,final_correct
cub200,10,684,26,Shiny Cowbird,0,10,Rusty Blackbird,0,0.756944,0.238634,0.756944,10,Rusty Blackbird,0,0.756943,0.238634,0.756943,0.891319,0.904581,0.459062,0.521638,0.459062,0.521638,0,0
cub200,10,689,26,Shiny Cowbird,0,25,Bronzed Cowbird,0,0.452279,0.047233,0.452279,25,Bronzed Cowbird,0,0.44038,0.04599,0.44038,0.930817,0.936759,0.737092,0.77065,0.737092,0.77065,0,0
cub200,10,695,26,Shiny Cowbird,0,10,Rusty Blackbird,0,0.984088,0.014122,0.984088,10,Rusty Blackbird,0,0.984088,0.014122,0.984088,0.914012,0.905125,0.425905,0.589209,0.425905,0.589209,0,0
cub200,10,696,26,Shiny Cowbird,0,48,Boat tailed Grackle,0,0.683414,0.217332,0.683414,48,Boat tailed Grackle,0,0.673999,0.2131,0.673999,0.912286,0.913841,0.730869,0.749183,0.730869,0.749183,0,0
cub200,10,697,26,Shiny Cowbird,0,10,Rusty Blackbird,0,0.999724,0.000169,0.999724,10,Rusty Blackbird,0,0.999724,0.000169,0.999724,0.856125,0.856567,0.408405,0.60408,0.408405,0.60408,0,0
cub200,10,703,26,Shiny Cowbird,0,10,Rusty Blackbird,0,0.99998,1e-05,0.99998,10,Rusty Blackbird,0,0.99998,1e-05,0.99998,0.893028,0.900518,0.45533,0.696995,0.45533,0.696995,0,0
cub200,10,704,26,Shiny Cowbird,0,10,Rusty Blackbird,0,0.750895,0.065799,0.750895,10,Rusty Blackbird,0,0.752591,0.065816,0.752591,0.810898,0.816092,0.310021,0.410667,0.310021,0.410667,0,0
cub200,10,706,26,Shiny Cowbird,0,34,Purple Finch,0,0.648588,0.00067,0.648588,34,Purple Finch,0,0.581288,0.00057,0.581288,0.881884,0.834996,0.319655,0.525852,0.319655,0.525852,0,0
cub200,10,744,28,American Crow,0,29,Fish Crow,0,0.692582,0.300491,0.692582,29,Fish Crow,0,0.693669,0.301024,0.693669,0.907134,0.914969,0.823311,0.833444,0.823311,0.833444,0,0
cub200,10,746,28,American Crow,0,29,Fish Crow,0,0.548235,0.381073,0.548235,29,Fish Crow,0,0.548159,0.381397,0.548159,0.896653,0.9074,0.775922,0.775877,0.775922,0.775877,0,0
cub200,10,749,28,American Crow,0,29,Fish Crow,0,0.672734,0.289812,0.672734,29,Fish Crow,0,0.646807,0.273979,0.646807,0.93831,0.943087,0.863445,0.87176,0.863445,0.87176,0,0
cub200,10,753,28,American Crow,0,29,Fish Crow,0,0.568955,0.064298,0.568955,29,Fish Crow,0,0.753645,0.096484,0.753645,0.91029,0.917773,0.595567,0.636799,0.595567,0.636799,0,0
cub200,10,755,28,American Crow,0,106,Common Raven,1,0.48819,0.102958,0.48819,106,Common Raven,1,0.59203,0.068752,0.59203,0.887922,0.884624,0.798032,0.831512,0.798032,0.843691,0,0
cub200,10,770,28,American Crow,0,28,American Crow,0,0.540423,0.540423,0.540423,106,Common Raven,1,0.424619,0.278483,0.424619,0.930656,0.923803,0.831673,0.828969,0.831673,0.837926,1,0
cub200,10,774,29,Fish Crow,0,48,Boat tailed Grackle,0,0.930711,7e-06,0.930711,48,Boat tailed Grackle,0,0.913802,7e-06,0.913802,0.922554,0.962542,0.645665,0.835437,0.645665,0.835437,0,0
cub200,10,776,29,Fish Crow,0,28,American Crow,0,0.568489,0.237134,0.568489,28,American Crow,0,0.57697,0.242558,0.57697,0.9427,0.940715,0.794713,0.802035,0.794713,0.802035,0,0
cub200,10,777,29,Fish Crow,0,28,American Crow,0,0.925304,0.056739,0.925304,28,American Crow,0,0.929066,0.057033,0.929066,0.873188,0.892923,0.763826,0.801571,0.763826,0.801571,0,0
cub200,10,780,29,Fish Crow,0,28,American Crow,0,0.505959,0.47348,0.505959,28,American Crow,0,0.508432,0.477277,0.508432,0.895065,0.886399,0.825793,0.826894,0.825793,0.826894,0,0
cub200,10,781,29,Fish Crow,0,28,American Crow,0,0.937572,0.046318,0.937572,28,American Crow,0,0.935338,0.046178,0.935338,0.929342,0.936776,0.800888,0.848021,0.800888,0.848021,0,0
cub200,10,782,29,Fish Crow,0,28,American Crow,0,0.921882,0.072171,0.921882,28,American Crow,0,0.918809,0.071864,0.918809,0.929265,0.943126,0.805075,0.841146,0.805075,0.841146,0,0
cub200,10,783,29,Fish Crow,0,48,Boat tailed Grackle,0,0.953622,0.001861,0.953622,48,Boat tailed Grackle,0,0.954316,0.001863,0.954316,0.903279,0.893094,0.71227,0.816994,0.71227,0.816994,0,0
cub200,10,787,29,Fish Crow,0,28,American Crow,0,0.604579,0.20523,0.604579,28,American Crow,0,0.431379,0.155671,0.431379,0.95653,0.956519,0.843183,0.854424,0.843183,0.854424,0,0
cub200,10,788,29,Fish Crow,0,28,American Crow,0,0.742576,0.229158,0.742576,28,American Crow,0,0.742409,0.229088,0.742409,0.940645,0.952198,0.857483,0.866077,0.857483,0.866077,0,0
cub200,10,790,29,Fish Crow,0,28,American Crow,0,0.759746,0.172287,0.759746,28,American Crow,0,0.722442,0.160805,0.722442,0.91388,0.920288,0.854983,0.870419,0.854983,0.870419,0,0
cub200,10,792,29,Fish Crow,0,28,American Crow,0,0.920632,0.074947,0.920632,28,American Crow,0,0.918741,0.074751,0.918741,0.924947,0.926371,0.797788,0.838143,0.797788,0.838143,0,0
cub200,10,799,29,Fish Crow,0,28,American Crow,0,0.742802,0.201906,0.742802,28,American Crow,0,0.75373,0.20597,0.75373,0.871849,0.854833,0.53529,0.571168,0.53529,0.571168,0,0
cub200,10,805,30,Black billed Cuckoo,0,32,Yellow billed Cuckoo,0,0.742886,0.257024,0.742886,32,Yellow billed Cuckoo,0,0.742886,0.257024,0.742886,0.919627,0.924552,0.769219,0.789963,0.769219,0.789963,0,0
cub200,10,811,30,Black billed Cuckoo,0,31,Mangrove Cuckoo,0,0.966004,0.021213,0.966004,31,Mangrove Cuckoo,0,0.966004,0.021213,0.966004,0.877217,0.896927,0.653764,0.700294,0.653764,0.700294,0,0
cub200,10,814,30,Black billed Cuckoo,0,32,Yellow billed Cuckoo,0,0.996741,0.003153,0.996741,32,Yellow billed Cuckoo,0,0.996741,0.003153,0.996741,0.922602,0.9351,0.617205,0.721143,0.617205,0.721143,0,0
cub200,10,821,30,Black billed Cuckoo,0,32,Yellow billed Cuckoo,0,0.987387,0.01239,0.987387,32,Yellow billed Cuckoo,0,0.987387,0.01239,0.987387,0.948531,0.948064,0.740802,0.823435,0.740802,0.823435,0,0
cub200,10,837,31,Mangrove Cuckoo,0,71,Pomarine Jaeger,0,0.367373,3.7e-05,0.367373,71,Pomarine Jaeger,0,0.366869,3.7e-05,0.366869,0.647437,0.773424,0.200874,0.273436,0.200874,0.273436,0,0
cub200,10,853,31,Mangrove Cuckoo,0,30,Black billed Cuckoo,0,0.545135,0.353754,0.545135,30,Black billed Cuckoo,0,0.545134,0.353754,0.545134,0.906104,0.90756,0.526104,0.527668,0.526104,0.527668,0,0
cub200,10,854,32,Yellow billed Cuckoo,0,31,Mangrove Cuckoo,0,0.602144,0.391765,0.602144,31,Mangrove Cuckoo,0,0.602144,0.391765,0.602144,0.913245,0.908677,0.622061,0.617756,0.622061,0.617756,0,0
cub200,10,972,36,Acadian Flycatcher,0,42,Yellow bellied Flycatcher,0,0.50165,0.458562,0.50165,42,Yellow bellied Flycatcher,0,0.500806,0.45807,0.500806,0.898763,0.898494,0.707511,0.720316,0.707511,0.720316,0,0
cub200,10,976,36,Acadian Flycatcher,0,38,Least Flycatcher,0,0.717878,0.159284,0.717878,38,Least Flycatcher,0,0.65159,0.138898,0.65159,0.943517,0.952823,0.820226,0.836876,0.820226,0.836876,0,0
cub200,10,977,36,Acadian Flycatcher,0,42,Yellow bellied Flycatcher,0,0.560458,0.383863,0.560458,42,Yellow bellied Flycatcher,0,0.560462,0.383868,0.560462,0.911931,0.910435,0.762017,0.775045,0.762017,0.775045,0,0
cub200,10,981,36,Acadian Flycatcher,0,42,Yellow bellied Flycatcher,0,0.42957,0.333705,0.42957,42,Yellow bellied Flycatcher,0,0.359987,0.289514,0.359987,0.915253,0.909745,0.665513,0.686157,0.665513,0.686157,0,0
cub200,10,985,36,Acadian Flycatcher,0,38,Least Flycatcher,0,0.723849,0.270167,0.723849,38,Least Flycatcher,0,0.723511,0.269993,0.723511,0.929997,0.93247,0.830563,0.845411,0.830563,0.845411,0,0
cub200,10,991,36,Acadian Flycatcher,0,38,Least Flycatcher,0,0.614598,0.273701,0.614598,38,Least Flycatcher,0,0.613795,0.273173,0.613795,0.949816,0.956412,0.819897,0.832856,0.819897,0.832856,0,0
cub200,10,992,36,Acadian Flycatcher,0,42,Yellow bellied Flycatcher,0,0.546913,0.436319,0.546913,42,Yellow bellied Flycatcher,0,0.546909,0.436314,0.546909,0.926574,0.925856,0.83501,0.842364,0.83501,0.842364,0,0
cub200,10,994,36,Acadian Flycatcher,0,42,Yellow bellied Flycatcher,0,0.647278,0.300684,0.647278,42,Yellow bellied Flycatcher,0,0.647272,0.30068,0.647272,0.946957,0.955223,0.890265,0.903361,0.890265,0.903361,0,0
cub200,10,995,36,Acadian Flycatcher,0,38,Least Flycatcher,0,0.688632,0.085653,0.688632,38,Least Flycatcher,0,0.593471,0.069422,0.593471,0.94699,0.958753,0.860911,0.894625,0.860911,0.894625,0,0
cub200,10,996,36,Acadian Flycatcher,0,38,Least Flycatcher,0,0.541408,0.436885,0.541408,38,Least Flycatcher,0,0.540699,0.436031,0.540699,0.94285,0.950938,0.862108,0.860452,0.862108,0.860452,0,0
cub200,10,999,36,Acadian Flycatcher,0,42,Yellow bellied Flycatcher,0,0.689744,0.158257,0.689744,42,Yellow bellied Flycatcher,0,0.695633,0.16016,0.695633,0.950685,0.952544,0.706595,0.742926,0.706595,0.742926,0,0
cub200,10,1000,36,Acadian Flycatcher,0,38,Least Flycatcher,0,0.641514,0.21849,0.641514,38,Least Flycatcher,0,0.359273,0.177525,0.359273,0.920608,0.929849,0.844685,0.855495,0.844685,0.855495,0,0
cub200,10,1017,37,Great Crested Flycatcher,0,38,Least Flycatcher,0,0.357391,0.196843,0.357391,38,Least Flycatcher,0,0.347908,0.190873,0.347908,0.923948,0.916212,0.750895,0.753974,0.750895,0.753974,0,0
cub200,10,1028,37,Great Crested Flycatcher,0,76,Tropical Kingbird,0,0.981006,0.000281,0.981006,76,Tropical Kingbird,0,0.981005,0.000281,0.981005,0.912279,0.950599,0.772161,0.893867,0.772161,0.893867,0,0
cub200,10,1033,38,Least Flycatcher,0,38,Least Flycatcher,0,0.355252,0.355252,0.355252,155,White eyed Vireo,6,0.556646,0.273727,0.556646,0.9322,0.895443,0.554217,0.582679,0.554217,0.61384,1,0
cub200,10,1035,38,Least Flycatcher,0,36,Acadian Flycatcher,0,0.770559,0.109835,0.770559,36,Acadian Flycatcher,0,0.770089,0.109745,0.770089,0.952384,0.948704,0.679032,0.710595,0.679032,0.710595,0,0
cub200,10,1037,38,Least Flycatcher,0,102,Sayornis,1,0.633904,0.06845,0.633904,102,Sayornis,1,0.578431,0.0778,0.578431,0.932117,0.926481,0.765846,0.845904,0.765846,0.841418,0,0
cub200,10,1038,38,Least Flycatcher,0,39,Olive sided Flycatcher,0,0.804785,0.024073,0.804785,39,Olive sided Flycatcher,0,0.691128,0.019112,0.691128,0.845984,0.850539,0.445876,0.526761,0.445876,0.526761,0,0
cub200,10,1039,38,Least Flycatcher,0,39,Olive sided Flycatcher,0,0.41042,0.209814,0.41042,101,Western Wood Pewee,1,0.569156,0.018459,0.569156,0.946513,0.952506,0.731207,0.765374,0.731207,0.797536,0,0
cub200,10,1040,38,Least Flycatcher,0,36,Acadian Flycatcher,0,0.629258,0.327656,0.629258,36,Acadian Flycatcher,0,0.629161,0.327582,0.629161,0.926276,0.919324,0.846111,0.860672,0.846111,0.860672,0,0
cub200,10,1042,38,Least Flycatcher,0,36,Acadian Flycatcher,0,0.608351,0.376802,0.608351,36,Acadian Flycatcher,0,0.595122,0.364614,0.595122,0.959643,0.95336,0.841985,0.846595,0.841985,0.846595,0,0
cub200,10,1043,38,Least Flycatcher,0,36,Acadian Flycatcher,0,0.81417,0.024748,0.81417,36,Acadian Flycatcher,0,0.814141,0.024747,0.814141,0.951625,0.952739,0.753369,0.811053,0.753369,0.811053,0,0
cub200,10,1045,38,Least Flycatcher,0,36,Acadian Flycatcher,0,0.496147,0.448799,0.496147,36,Acadian Flycatcher,0,0.499993,0.453871,0.499993,0.851401,0.828353,0.568998,0.581854,0.568998,0.581854,0,0
cub200,10,1047,38,Least Flycatcher,0,38,Least Flycatcher,0,0.580585,0.580585,0.580585,102,Sayornis,1,0.447323,0.174908,0.447323,0.943862,0.935697,0.750614,0.774718,0.750614,0.802063,1,0
cub200,10,1048,38,Least Flycatcher,0,42,Yellow bellied Flycatcher,0,0.552793,0.153856,0.552793,42,Yellow bellied Flycatcher,0,0.552781,0.153854,0.552781,0.914749,0.922794,0.752363,0.792248,0.752363,0.792248,0,0
cub200,10,1049,38,Least Flycatcher,0,36,Acadian Flycatcher,0,0.745013,0.165231,0.745013,36,Acadian Flycatcher,0,0.744956,0.165213,0.744956,0.903925,0.892325,0.758858,0.790982,0.758858,0.790982,0,0
cub200,10,1050,38,Least Flycatcher,0,36,Acadian Flycatcher,0,0.786065,0.06381,0.786065,36,Acadian Flycatcher,0,0.737597,0.058533,0.737597,0.943325,0.940384,0.72076,0.764317,0.72076,0.764317,0,0
cub200,10,1052,38,Least Flycatcher,0,36,Acadian Flycatcher,0,0.819199,0.167797,0.819199,36,Acadian Flycatcher,0,0.818977,0.167739,0.818977,0.937249,0.944702,0.884654,0.897661,0.884654,0.897661,0,0
cub200,10,1054,38,Least Flycatcher,0,36,Acadian Flycatcher,0,0.714675,0.158474,0.714675,36,Acadian Flycatcher,0,0.723505,0.161193,0.723505,0.901683,0.89387,0.663172,0.694543,0.663172,0.694543,0,0
cub200,10,1055,38,Least Flycatcher,0,36,Acadian Flycatcher,0,0.868791,0.070949,0.868791,36,Acadian Flycatcher,0,0.868777,0.070948,0.868777,0.948753,0.940372,0.846835,0.889253,0.846835,0.889253,0,0
cub200,10,1058,38,Least Flycatcher,0,90,Mockingbird,0,1.0,0.0,1.0,90,Mockingbird,0,1.0,0.0,1.0,0.899954,0.93927,0.42271,0.790583,0.42271,0.790583,0,0
cub200,10,1059,38,Least Flycatcher,0,38,Least Flycatcher,0,0.373956,0.373956,0.373956,101,Western Wood Pewee,1,0.478501,0.154056,0.478501,0.903352,0.881017,0.702224,0.729501,0.702224,0.744816,1,0
